BI_COMPOSITE_INDEL_SBS1_P	BI_COMPOSITE_INDEL_SBS2_P	BI_COMPOSITE_INDEL_SBS3_P	BI_COMPOSITE_INDEL_SBS4_P	BI_COMPOSITE_INDEL_SBS5_P	BI_COMPOSITE_INDEL_SBS6_S	BI_COMPOSITE_INDEL_SBS7a_S	BI_COMPOSITE_INDEL_SBS7b_S	BI_COMPOSITE_INDEL_SBS7c_S	BI_COMPOSITE_INDEL_SBS8_P	BI_COMPOSITE_INDEL_SBS9_P	BI_COMPOSITE_INDEL_SBS10a_S	BI_COMPOSITE_INDEL_SBS11_S	BI_COMPOSITE_INDEL_SBS12_P	BI_COMPOSITE_INDEL_SBS13_P	BI_COMPOSITE_INDEL_SBS14_S	BI_COMPOSITE_INDEL_SBS15_S	BI_COMPOSITE_INDEL_SBS16_P	BI_COMPOSITE_INDEL_SBS17a_P	BI_COMPOSITE_INDEL_SBS17b_P	BI_COMPOSITE_INDEL_SBS18_P	BI_COMPOSITE_INDEL_SBS19_P	BI_COMPOSITE_INDEL_SBS21_S	BI_COMPOSITE_INDEL_SBS22_P	BI_COMPOSITE_INDEL_SBS26_S	BI_COMPOSITE_INDEL_SBS28_P	BI_COMPOSITE_INDEL_SBS30_P	BI_COMPOSITE_INDEL_SBS33_P	BI_COMPOSITE_INDEL_SBS35_P	BI_COMPOSITE_INDEL_SBS36_P	BI_COMPOSITE_INDEL_SBS37_P	BI_COMPOSITE_INDEL_SBS38_S	BI_COMPOSITE_INDEL_SBS39_P	BI_COMPOSITE_INDEL_SBS40_P	BI_COMPOSITE_INDEL_SBS60_P	BI_COMPOSITE_INDEL_SBS55_S	BI_COMPOSITE_INDEL_SBS44_S	BI_COMPOSITE_INDEL_SBS61_S	BI_COMPOSITE_INDEL_SBS62_S	BI_COMPOSITE_INDEL_SBS63_S	BI_COMPOSITE_INDEL_SBS64_P	BI_COMPOSITE_INDEL_SBS65_S	BI_COMPOSITE_INDEL_SBS66_S	BI_COMPOSITE_INDEL_SBS67_S	BI_COMPOSITE_INDEL_SBS68_P	BI_COMPOSITE_INDEL_SBS69_P	BI_COMPOSITE_INDEL_SBS70_P	BI_COMPOSITE_INDEL_SBS71_P	BI_COMPOSITE_INDEL_SBS72_P	BI_COMPOSITE_INDEL_SBS73_S	BI_COMPOSITE_INDEL_SBS74_S	BI_COMPOSITE_INDEL_SBS75_S	BI_COMPOSITE_INDEL_SBS76_S	BI_COMPOSITE_INDEL_SBS77_P	BI_COMPOSITE_INDEL_SBS78_S	BI_COMPOSITE_INDEL_SBS79_S	BI_COMPOSITE_INDEL_SBS80_P	BI_COMPOSITE_INDEL_SBS81_P	BI_COMPOSITE_INDEL_SBS82_P	BI_COMPOSITE_INDEL_SBS83_P	feature
0	0	0	0	0	0.000295203	0.000417777	0	0	0	0	0	0.001344406	0	0	6.02E-06	6.87E-05	0	0	0	0	0	0.000824219	0	0	0	0	0	0	0	0	0.006583598	0	0	0	0.001000935	0.0021482	0.000234705	0	0	0	4.22E-81	0.000158241	0	0	0	0	0	0.000639672	0	0	0	2.47E-05	0	0.000340453	0.003896116	0	0.012991258	0	0	DEL_repeats_3_4
0	0	0	0	0	0.000314141	0	0	0	0	0	0	0	0	0	0	0.000197454	0	0	0	0	0	0.000592378	0	0.000607267	0	0	0	0	0	0	0	0	0	0	0.004562743	0	7.47E-05	0	0	0	0	0	0.001130789	0	0	0	0	0	0.000121054	0	0	0.000157504	0	0	0	0	0.019153554	0	0	DEL_repeats_3_5+
0.005544487	0.005983849	0.005081415	0	0.000857788	0	8.16E-40	0.001260605	0.008372551	0.00101585	0	0.000808786	0.02101159	0.00267554	0	1.89E-05	7.93E-05	0.00652192	0	0	0.004768799	0	0	0.001207009	0	0.006049484	0	0	0.010108885	2.42E-09	0	1.67E-136	0.002778069	0.011061342	0	0.002389967	0	1.22E-05	0	0	0.000597177	0.005037577	0	0.012637062	0	0.01188491	0.00830065	3.66E-22	0.003924782	0.000777992	9.88131291682493e-324	0.001761701	5.61E-05	0	0	0	0.005637382	0.009313473	0	0	DEL_repeats_4_0
0.033376631	0.034219807	0.001864553	0	0.001273029	0.000101829	0	0	0	0.019530807	0	0	0.017406913	0.00925948	0	0.000162004	0.000738137	0.016995196	0	0.004104046	0.011324733	0	0.002365383	0	0	0	0	0	0	0.087639705	0	0	0	0.002982158	0	0	0	0	0	0.000257499	0.001108499	0	0	0	0	0	0.015309406	0.003162302	0.021864808	0.009063771	4.94065645841247e-324	0	0.000239239	0	0.001609867	4.18E-115	0	0.097525029	0	0	DEL_repeats_4_1
0.001033901	0	0	8.92E-05	0	0.000476624	0	0.00037074	0	0.004938149	0.006070983	0.000564587	0.000434156	0.001442555	0.006389924	0	2.02E-05	0	0	0	0	0	0.000873228	0	0	0.00895178	0.014034609	5.66E-34	0	0	0.001336881	0.010427595	0.000524209	0.000228412	0	0	0	0	0	0	0.000282024	0.000271177	0	0	0	0	0	0.00109637	0.001148557	0.000639276	9.88131291682493e-324	0	0	0.000827456	0	0	0	0.025704258	0	0	DEL_repeats_4_2
0.001820979	0	8.12E-05	0	0	0.000218198	0	0	0	0.002984779	0.000760697	0	0.00194984	0	0	3.91E-05	4.96E-05	0	0	0	0	0	0	0	2.21E-13	0.002937405	0.004483404	0	0	0.005159486	0	0.002210007	0	0.000194162	0	0.003018932	0	0	2.34E-156	0	0	0	0.000572881	0	0	0.001106296	0	0.000298283	0.000254915	0.000724961	4.94065645841247e-324	0.000472083	0	0	0	8.04E-137	0	0.015376552	0	0	DEL_repeats_4_3
0	0	0	0	0	0.000143371	0.000670027	0	0	8.21E-05	0	0	0.00018598	0.000460363	0	0	0.000103461	0	0	0	0	0	0.000282887	0	0.000208977	0.00099665	0	0	0.002104702	0.00207661	5.74E-07	9.88131291682493e-324	0	0	0	9.88131291682493e-324	0	0	0	0	0	7.92E-05	0.000120301	0	0.004406402	0	0	0	0	0.000280675	0	0	3.83E-05	0	0	7.67E-123	0	0.01051416	0	0	DEL_repeats_4_4
0.00057072	0.000764064	6.54E-05	0	0	0.000305253	0	9.02E-05	0	0	0	0	0	0	0	0	7.99E-05	0	0	0	0	0	0.000340835	0	1.62E-218	0	0	0.018533365	0	0.003419861	0.082862727	0.000979938	0	0	0.195131069	4.94065645841247e-324	0	0	0	0	9.65E-05	0	0	0	0	6.07E-05	0.001361954	0.000328959	0	0	0	0	9.84E-05	0	0	0	0	0.003422241	0	0	DEL_repeats_4_5+
0.023384982	0.057451402	0.130874456	0.000113537	0.006916395	9.33E-06	5.18E-07	0.116715552	0.040585569	0	0	0.001895601	0.095862198	0.077887384	0	0	0	0.199878653	0	0	0	0	0	0	0	0.017834636	0	0	0.000453028	0.041544797	0	0.058042712	0	0.06207409	0	4.94065645841247e-324	0	0	0.000170965	0	0.001318384	0.038635779	0	0.067163167	0	0.040662419	0.060924255	0	0	0	0.039945322	0.122610219	0.000375874	0.005296951	0	0	0	0	0.000226738	0	DEL_repeats_5+_0
0	0.009956855	0.005179068	0	0.000248475	0.000407255	0.00117301	0.005671442	0	0	0.006593993	0.000172085	0.006925819	0	0	0	0	0.012207271	0.052783245	0.000460066	0	0.01143691	0	0	0	7.23E-07	0.038023908	0.030164294	0	0.015090863	0.033681713	0.003678517	0.004775826	0.000533113	0	4.94065645841247e-324	0.005634139	0	0	0	0.001551454	0.001340518	0	7.06E-300	0	0.053293457	0	0.003133997	0.003101519	0.003215009	0	0.014544935	6.45E-05	0	0.000604057	0	0	0.030025181	0.000260007	0	DEL_repeats_5+_1
0	0	0.000396591	0	0	0.000360037	0	0.000377274	0	0	0.004330189	2.43E-06	0.000893974	0.000783219	0.001087472	0	0	0	0	0.000423253	0	0	0	0	0	0	0	0	0	0	0	0.004013031	0.000964764	0	0	1.48219693752374e-323	0	0	0	2.99E-05	0.000316859	0	0	0	0.01140442	0.001611959	0	0.000398003	0.000320188	0.000572025	0	0.001159412	0.000101911	0	0	0	0	0.006750503	0	0	DEL_repeats_5+_2
0.000317884	0	0.000100267	0	0	0.000113625	4.46E-05	0	0	0	0.000300781	0	0.000426752	0	0	0	0	0	0	0	0	0	0.000160014	0	0	0	0	0	0	0	0.000646337	0	0	0	0.055517583	0	0	0	8.37E-06	0	8.84E-05	0	0	0	0	0	0	0.000236029	0	0.000581675	4.94065645841247e-324	0	0.00014808	0	0	0	0	0.002945488	0	0	DEL_repeats_5+_3
0.000184095	0	2.14E-05	3.38E-05	2.01E-05	7.49E-05	0	0	0	0	0	0	0	5.43E-05	0.000384565	0	0	0	0	0	0	0	0.000239533	0	0	0	0	0.081036227	0	0	0	0	0	0	0.028598356	0	0	0	0	0	0	0	6.07E-05	0	0	0	0	0.000146991	0	0	0	0	4.49E-05	0	0.000164871	0	0	0.000434132	0	0	DEL_repeats_5+_4
0	0.001992192	0	0	0	3.42E-05	0	0	0	0	0.000152275	0	0	0.000494133	0	0	1.86E-05	0	0	0	0	0.008515015	0.000131655	0	0	0	0.006271311	0	0	0.000869008	0	0	0	0	0.185369463	0	0	0	0	0	6.70E-05	0.00016299	0	0	0	0	0	2.18E-05	0	0	0	0	0	2.54E-05	0	0	0	0.000954909	0	0	DEL_repeats_5+_5+
0.005203172	0.009853976	0.002378593	0.001389181	0.006506227	0.0002697	0.010906422	0.012333501	0	0.003480411	0.00551802	0.005261307	0.004095728	0	0.010284252	0.000482141	0.000356422	0	0	0.009004758	0.000310361	0	0.001285989	0.000833971	0	0	0	0.353605661	0.014362568	0.001678963	0.08114561	0.005869001	0	0.006739859	0	0.029638317	9.67E-247	0.017849994	0.007754318	0	0.002702338	0.066441678	0.001589348	7.71E-11	0	0	0	0.000239521	0	1.58E-144	0.059468349	0.009892183	0.002941335	0.039082556	0	0	0.056176449	0.002054733	0	0	INS_repeats_2_0
0.014284583	0.030832044	0	0.003389459	0.000435209	8.70E-05	0.003469972	0.00306887	0	0	0.00064264	0.000825192	0.002229591	0	0	6.01E-05	3.72E-05	0	0	0.002559011	0.03865612	0.112469369	0.000929605	0.003893254	0	0	0	0	0	0	0.087279423	0.030718324	0.005303079	0.016771312	0	0.055123861	0	0.001572287	0	0.000106416	0.001831595	0.006877244	0	4.36E-06	0	0	0	0	0	0.001038286	0.035439626	5.21E-134	0.000847208	0	0.000394243	0	0	0	0	0	INS_repeats_2_1
0.007758036	0	0.000140513	0.000146936	0.001726311	0.000181835	4.23E-09	1.67E-18	0.00485963	0	0.001730649	0.000571647	0.002134332	0	0.006078421	6.88E-05	0.000143586	0	0.03697596	0	0.019806211	0	0	0.001500027	7.94E-287	0	0.013729173	0	0	0	0.018895073	0.023234964	0.005149314	0.006518411	0	0.011785931	0	0.000942304	0.000306732	0.000405063	0.001490148	0.007329993	0.000343298	0.001855237	0	0	0	0.000468598	0	0.000230545	0.01341687	0.004257206	0.001104428	0.001376716	0.000397683	0	0	0	1.82E-26	0	INS_repeats_2_2
0	0.012935111	0.000306541	0.000244337	0.001685233	0.000704207	0	0	0	0	0	0.001866459	0.000112986	0.001028758	0	0.000756332	0.001478356	0	0	0.000211958	0	0	0.003470119	0	0	0.013312645	0	4.60E-47	0	0	0	0.009273868	0.001043277	0.001235717	0	0	0	0	0.001005237	0.003291843	0.000862497	0.007087158	0.004169497	0.00225916	0	0.013819443	0	0.000373369	0	0.00273917	0	0	0.003712884	0.001086538	2.18E-245	0	0	0.000158131	0.000298672	0.005127537	INS_repeats_2_3
0	0.008078356	3.23E-07	8.59E-05	0.000398106	0.002641417	0	0	0	0	0	0.005810299	0	0	0.001037811	0.00280103	0.007258249	0.00140156	0	0.002143322	0.011797615	0	0.011861859	0.001121351	0	0	0	0	0	0	0	0	0.001261949	0.000124753	0	0	0	0.002856157	0.001026271	0.003976878	0.00332544	0.001948593	0.010394201	0	0	0	0	0.001753933	0.000503495	0	0	0	0.016873652	0.002960548	0	0	0	0.000215716	0.000171251	0.020833869	INS_repeats_2_4
0.015523894	0	0.000700899	0	0	0.009544773	0.000737255	3.91E-20	0.002773822	0	0	0.015095931	0	0	0.009428929	0.006650985	0.005518514	0	0	0.01067955	0.036676182	0	0	0	0	0	0	0	0	0.003684401	0.064299114	0.019531859	0	0	0	0.151181075	0.006378294	0.001958349	0.000772207	0.0046187	0.020144765	0	0.028428127	4.94065645841247e-324	0	0	0	0.012281864	0	0	9.88131291682493e-324	0.002839721	0.059632485	0	0.008151588	0	0	0.001012239	0	0.143402862	INS_repeats_2_5+
0.004362803	0	0.00096596	0	0	1.13E-05	0	0	2.61E-247	0	0	0.000422412	0.001909477	0	0.001100824	3.40E-05	0	0	0	0.002900696	0	0	0	0	0	0	0	0.02099985	0	0.003508225	0	0.003839465	0	0.003168364	0	0	3.50E-32	8.45E-31	3.68E-05	9.64E-05	0.000392698	0.002387438	0.001753035	0	0	0	0	0	0	0	0.020715334	0	0.000287239	0.011976444	0	0	0.208156856	0	0	0	INS_repeats_3_0
0.009495242	0.03525906	0	2.13E-06	0	4.53E-189	0.004446773	0.002664548	0.006462925	0	0	0	0.004735294	0.001942402	0.000450094	6.83E-06	8.50E-05	0.004437825	0.029076297	0.003895777	0.043495858	0	0	0	2.33E-05	0	0.035987451	1.23E-15	0	0	0	0.02298785	0.003468293	0.005681618	0	0.041582142	0.000628803	0	0.000545552	0	0.001941507	0.001855401	0.000105263	0.004004403	0.031223944	0.025031275	0	0.000467771	0	0	9.88131291682493e-324	0.005149949	0.000226409	0.001853935	0.001979732	0.000388059	0	0	0	1.84E-25	INS_repeats_3_1
0	0.003995458	0.00050444	0	5.77E-05	5.13E-05	4.94065645841247e-324	0.00096124	0.001809706	0	0	0	0.000609108	0	0	0.000198824	2.73E-05	7.12E-06	0	0.000247355	0.014175896	0	0	0	0	0.009189046	0.005618535	0.0249135	0	0	0	4.94065645841247e-324	0.001551527	0.001186982	0	0.004360468	0	0	0	0	0.00045362	0.001874413	0	7.09E-199	0	0.006755888	0	1.59E-05	0	0	0	4.46E-253	0.000510687	0	0	0	0	0.000344232	0.000142345	0	INS_repeats_3_2
0	0	0.000204363	0	1.79E-05	5.98E-05	0	0	0	0	0	0	0	0	0.000783866	0	0.000105568	0.000194118	0.000472228	0.000229884	0	0	0	0	0	0	0	0	0	0	0	0.004724451	0	2.93E-05	0	0.000404378	0	0	0	2.73E-05	0.000180808	0.000957127	0	0	0	0.000922289	0.000412816	0	0	0	0	0	0.000624929	0.000657052	0	0	0	1.85E-07	0	0.003400334	INS_repeats_3_3
0.00071879	0	0.000130406	0	0	0.000160664	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000273448	0.005519547	0	0	0	1.68E-188	0	0	0.013057468	0	0	0	0	0	0	0	0	0.000398961	0	0.000151762	0	5.56E-05	0.000811457	0	0	0.000859467	0	0.000149632	9.18E-05	0	0	9.88131291682493e-324	0	0.000857577	0.001014273	0	3.87E-139	0	0	0	0.02383553	INS_repeats_3_4
0.007624564	0	0.000102384	0	0	0.001030825	0	0	0	0	0	0.00017419	0	0	0.001283189	0	0.000143494	0	0	0.002390822	0.003515301	0	0	0	0	0	0	0	0	0.000922981	0	0.006129504	0	0	4.17E-18	0.013990947	0	0	0.000266861	0	0.00166784	0	0.000126049	0.00130049	0	0	0	0.001454801	0	0	4.94065645841247e-324	0	0.006731577	0.002829074	0.00049151	0	0.000739384	0	0	8.60E-50	INS_repeats_3_5+
0.00839192	0	0.001456298	0	9.85E-05	1.78E-05	0.006502195	0	0	0	0	0.001975398	0	0	0.002043312	0	7.67E-05	0	0	0.002971136	0	0	0	0	0	0	0	0	0.000526597	0.011081185	0.047166115	0.010729744	0	0.00244737	0	0.04314286	0.00110158	0.001829286	0.000300846	0.000220578	0.000428784	1.19E-295	0.005032687	0	0.008027284	0	0	0.000140824	0	0	4.94065645841247e-324	0	0.000454232	0.0110636	0.002988362	0	0.008255333	0.001251365	0.000107473	0.049236071	INS_repeats_4_0
0.007664527	0.023074963	0.000316884	0	0	0	1.09E-135	0.005044995	0	0	0.001661143	0.000805204	0	0.004104706	0.003504034	4.41E-05	0	0.00887767	0.022089982	0.003010588	0.060349028	0	0	0	0	0.026085684	0.051830705	2.42E-05	0	2.33E-06	0.007415975	0.042436886	0.00364869	0.003840846	0	0.078866401	0	0	0.000327115	0	0.003134049	0.000343651	0	0.007437962	0	0.011534246	0	0	0	0	0	0.005613776	0.000261288	0	0	0	0.001910336	0.001536536	0	0.073097283	INS_repeats_4_1
0	0	0.000431311	0	0	4.95E-05	0.000644718	0	0	0	0	7.31E-05	0	0	0	4.57E-05	3.70E-05	0.000646808	0	0.00036966	0.002496354	0	0	5.43E-05	0	0	0	0.01407187	0	0.003167755	0	0	0	0.000354365	0	0.000690378	0	0	0.000157643	0	0.000254097	0.000537105	0	0	0	0.003852597	0.00084598	0	0	0.000106345	0	0	0.000335633	0	0	0	0	0.000158328	0	0	INS_repeats_4_2
0	0	0.000124898	3.30E-05	0	0.000121489	0	0	0	0	0.00040545	0	0	0	0	3.47E-05	5.64E-05	0.000326136	0.007006199	0	0.000655962	0	0.00010256	0	0	0	0	0.008059151	0	0	0	0.003022572	0.000497079	0	0.042072579	4.94065645841247e-324	0	0	2.27E-05	3.02E-05	0.000204084	0	8.06E-05	0	0	0.003045594	0	0.000148412	0	0	1.66E-10	0	0.001110294	0.000891032	0	0	0	0	0	0	INS_repeats_4_3
0.00062324	0	1.15E-05	0	0	0.000103567	0	0.000697739	0	5.35E-05	0	0	0.000520446	0	0	0	2.99E-05	0	0.003927408	0.000766107	0.000869905	0	0	0	0	0	0	0	0.000877087	0	0.001294342	0.001761919	0.000548123	0	0	9.88131291682493e-324	0	0	0.000137752	2.60E-05	0.000523992	0	3.07E-05	0	0	0.000516276	0	0.000163635	0	9.54E-05	0	0	0.001087756	0.00237596	0.000396036	0	0	0.000874661	0	0.0306485	INS_repeats_4_4
0	0.005171805	0.000192459	0	0	0.000212358	0	0	0	0	0	0.000584657	0	0	0	6.02E-92	0.000112948	0	0.007655723	0.000573136	0	0	0	0	0	0	0	0	0	0	0.052185978	0.003142614	0	0.000131088	0.185323443	0	0	0	0.00022637	0	0.00197972	0	0.000579341	0	0	0	0.003869966	0.002463099	0	0	0	0	0.004230624	0	0	0	0	0.001228513	0	0.125119896	INS_repeats_4_5+
0.004720186	0	0.007601014	0	0.000518202	4.80E-05	0.008101385	0.001733962	0	0.002466761	0	0.003733962	0	0	0.007049953	0.000135983	6.57E-05	0	0	0.002914315	0	3.76E-06	0	0	0	0	0.085776082	0.061315797	0.003470666	0.00580098	0	0.036499613	0	0.005126349	0.007477043	2.73E-301	0	0.002872507	0.000790291	0	0.002169902	0.025794474	0.003158619	0.004039724	0	6.59E-06	0	0	0	0	0.036892299	0.000612182	0.000904637	0.005359991	0.003556511	0	0	0	0.000665535	0.201101071	INS_repeats_5+_0
0.019658592	0.11462843	0.010563875	0	0.00031894	0	0.013749199	0.017414581	0	0.003864162	0	0.004060871	0.002521409	0.02106603	0	7.61E-05	3.72E-34	0.073808401	0.167943272	0.003827847	0.071839856	0	0	0	7.71E-120	2.64E-05	0.193611189	0.001334478	0	0	0	0.067821505	0	0.010620765	0	0.198657342	0	0	0.000879365	0.0004409	0.01142006	0.012782243	0	0.030592953	0	0.033599162	0	0	0	0	4.94065645841247e-324	0.036722877	0.000203902	0.04697304	0.00399388	0	0.014600016	0.004894631	0	0.294409941	INS_repeats_5+_1
0.003658177	0	0.000870404	0	0	7.13E-06	7.44E-221	0.000111482	0	0.000428249	0	0	0	0.000481547	0	0	0	0.004867363	0	0.000533231	0	0	0	0	0	0.001152403	0	0.027260703	0	0.000911747	0	3.28E-284	0	0.000154488	0	4.94065645841247e-324	0.000187213	0	0	3.60E-05	0.000457943	0.000548678	0	0.000272127	0.000785124	0.007221527	0	0	0	0	4.94065645841247e-324	0.000541045	0.000168679	3.96E-05	0.000233255	0	0	0	0.000295327	0.023854386	INS_repeats_5+_2
0.000860302	0	5.04E-05	0	3.48E-05	1.27E-05	0	0.000679837	0	0.000223108	0	0.000170177	0	0.000194253	0	0	0	0.00016109	0	0.000254795	0.002101174	0.001360973	0	0	0	1.87E-08	0.008850868	8.42E-21	0	0	0.037463208	4.94065645841247e-324	0	1.52E-05	0	0	0	0	0	0	0.000380944	0	0	0	0	0	0	2.05E-09	0	0	0	0	0.000224824	0	0	0	4.10E-13	0	0	0	INS_repeats_5+_3
0	0.001456972	1.69E-05	0	0	1.41E-05	0	0.000152575	0	0.000470052	0	0	0	0.000145702	0	0	0	0.000742874	0	0	0	0	0	0	0	0	0.00226692	0	0.002186467	0	0.007375585	0.003269887	0	0	0.070133774	0	0	0	0	0	0.000435433	0	0	0	0	6.72E-10	0	0	0	0	0	1.50E-84	0.00030594	0.000397668	0	0	0	0.000711836	0	0	INS_repeats_5+_4
0	4.70E-05	0	0	0	0	0	0	0.000790204	0	0	0	0	8.19E-05	0	3.18E-05	1.06E-05	0.001632547	0.002540695	0	0	0	0	0	0	0	0	0	0	0	0	0.000587166	0	0	0.230376691	0	0	0	0	6.94E-05	0.00022599	0	0	0	0	0.00187632	0.001686619	0.000267405	0	7.83E-05	0	2.06E-12	0.000484957	0	0	0	0	0.001535244	0	0.005932721	INS_repeats_5+_5+
0.038758541	0	0.002695642	0.010680977	0.008750493	0.000671307	0.000181355	0.015161239	0.009755768	0.004574444	0.01712409	0.000686068	0.030055027	0	0.019224028	0.00070769	0.000845547	0	0	0.004594803	0.110701158	0.055352545	0.003776356	0.064201099	0	0.034239644	0	0	0.030756747	0.034929654	0	9.88131291682493e-324	0.00027652	0.025903306	0	2.35E-79	5.81E-170	0.000375028	0.000255275	0	0.002478683	0.017487572	0.002921421	0.013587008	0	0.051714483	0.017035721	0.003913291	0.019954591	0.010525558	0.127797071	0.019721383	0.001311309	0	0.000947265	4.62E-202	0.005263366	0.115108683	0	0	DEL_MH_2_1
0.01664193	0.021509286	0.004093783	4.38E-06	0	7.16E-05	2.47E-261	0.006205441	0	0	0	0	0.018859393	0.001103097	0.004504102	0	2.11E-05	0.000984009	0.002364795	0.000607254	0.008099071	0	0	0.002646887	0	0.009824865	0	0	0.02344545	2.83E-07	0	0.016039997	0.012244041	0.012714723	0	0	1.41E-239	0	0	0	0.000190221	0.008376685	0.000508499	0.002284567	0.014077845	0.018782146	0.016595827	0	0.000553365	0.000598502	0.007509945	0.004901005	0	0.000501964	0	3.94E-184	0.001641735	0.004512169	3.02E-40	0	DEL_MH_3_1
0.027167092	0.032354161	0.004156326	0.000322403	0	0.000677765	0.003410469	9.96E-114	0.00076369	0	0	0.001309986	0.014985786	0.005120069	0.001572308	1.11E-41	0.000334383	0.000107517	0.042648271	0	0.057023133	0.061866176	0.00288996	0.001998343	0	0	0	9.49E-14	0	0.01973185	0	9.88131291682493e-324	0.01185189	0.007408116	0	9.88131291682493e-324	0	0.000114002	0	0	0.001747873	0.000435968	0	0.002444298	0	0.052177859	0.01244957	0.004110486	0.004489354	0.00855053	4.94065645841247e-324	0.002349605	0.000356863	0.003769848	0.000974449	0	0	0.052457187	0	0	DEL_MH_3_2
0.00681515	0.004183317	0.004551857	0	0.00062706	4.68E-05	4.94065645841247e-324	0.001377971	0.002282717	0.003260437	0	0.000303344	0.012949773	0.002234033	0.002552749	7.84E-05	9.32E-05	0.000381771	0.009442701	0.001058424	0	0	0.000501776	0.000161035	0	0	0.010916055	0	0.026017491	0.018889383	0.036632927	0.011789548	0.003952991	0.00869629	0	4.94065645841247e-324	0	0	0.00014909	0	0.000363835	0	0.000133538	0.006847976	0.035142398	0.007814485	0.008294576	4.32E-07	0.003078372	0.000471577	4.94065645841247e-324	0.004252202	3.78E-57	0	0	0	0.003993243	0.015824081	0	0	DEL_MH_4_1
0.025299895	0	0.006733554	0	0.001145417	0	4.94065645841247e-324	0	0.000950002	0.011552295	0	0.000312731	0.014077654	0.001100421	0.006153058	0.000125995	0.000278759	0.010061505	0.025285	0.001585888	0	0	0.000684586	0.000174509	0	0	0.006405194	0	0	0.018142334	0	4.94065645841247e-324	0.002142652	0.005114461	0	0	0	0	9.14E-05	0	0	0.002327996	0	4.94065645841247e-324	0.017623324	0.00571329	0.00884255	0.001348532	0.010949439	0.003975689	4.94065645841247e-324	0.002374132	9.16E-05	0	0.001134925	0.002056947	0	0.041526579	0	0	DEL_MH_4_2
0.023155996	0	0.003378818	0	0	0	0	0	0.005543514	0.019092255	0.005001874	0	0.013537241	0.004075701	0.009291942	0.000353907	0.000272346	0.009243548	0.026408694	0.002469281	0	0	0.00101421	0.000116773	0	0	0.01128851	0	0	0.024012455	0	9.88131291682493e-324	0	0.003632863	0	0	0	0	0.000125826	0	0.000600661	0	0.000964031	0	0	0	0.005870326	0.001376389	0.020092319	0.00405095	9.88131291682493e-324	1.29E-215	0.00033179	0.00216855	0.000537205	2.01E-267	0	0.073400797	0.000351459	0	DEL_MH_4_3
0	0.112603384	0.172526236	0.000156754	0.006041215	2.81E-110	1.91E-42	0.069106779	0.048342291	0	0.002630097	0.000555601	0.058197268	0.058857159	0.00036814	0	0.000100376	0.139340647	0	0.002559601	0	0	0	0	0	0.011527003	0	0	0	0.040273839	0.162564821	0.013593743	0.010177732	0.044574975	0	9.88131291682493e-324	4.22E-120	0	0	0	0.001720227	0.027046309	0	0.074435101	0	0.044932546	0.038996819	0	0	0	0	0.092845831	0.000301774	0.007639747	0.001218393	0	0	0	0	0	DEL_MH_5+_1
0	0	0.235895221	0.001430728	0.001676272	0	5.01E-101	0.022291303	0.038962217	0	0.002195179	0.001315266	0.037151593	0.026028257	0.00604297	7.09E-05	7.10E-06	0.01728836	0.05060396	0	0	0.05239003	0.000121713	0.017739216	4.93E-05	0.015844167	0	0	0	0.008431797	0	9.88131291682493e-324	0.079265646	0.016700419	0	0.040366178	0	0	0.000463312	0	0.000491939	8.59E-43	0.001053901	0.0371274	0	0	1.96E-08	2.43E-24	0.01859479	0	0	0.026680122	0.000204969	0.00552888	0.000464805	0.00636198	7.36E-16	0	0	0	DEL_MH_5+_2
0	0.002036824	0.175965126	0	0.001489518	1.37E-05	9.88131291682493e-324	0.009368355	0.026287827	0	0.000305797	0.000138703	0.020855023	0.006699676	0.009973217	2.66E-07	0.000110799	0	0	0.003341204	0	0	0.000849258	0.006244327	0.000248801	0	0	0	0.003720238	0.039077918	0	0.040256204	0.057218544	0.00579497	0	4.37E-244	6.99E-26	0	0	0	0	1.61E-35	0.000547327	0.011591562	0.06239755	0	0	0.000257718	0.009976503	0	0	7.93E-15	0.000270475	0	0	0.003948455	0	0	0.000245242	0	DEL_MH_5+_3
0	0	0.09304504	0.000451042	0	5.00E-06	9.88131291682493e-324	0.006592425	0	0.005777056	0	9.47E-05	0.005698768	0	0	0	2.25E-05	0	0.024557453	0	6.26E-13	0	0.000256538	0.005749866	0	0	0	0.094614478	0.002916916	0	0	0.009692582	0.042901718	0.001309622	0	0.006137585	0	0.000323606	0	0	0	0.007332792	0.000281501	0.002351182	0	0	0.000483481	0.000943481	0.007519364	0.000129853	0	8.29E-10	0.000142679	0	0.000553443	0.000977896	0	0.005057422	0	0	DEL_MH_5+_4
0	0	0.07896763	0.000433574	0	0.00025938	0.012704091	0.024485987	0	0	0	0	0	0.001073086	0.005169107	0	0	0.018890554	0.019898021	0.001133921	0	0.004228044	0	0.002806653	0	0	0.026295147	0	0	0.045642241	0.007059511	4.94065645841247e-324	0.028545615	0	0	0	0.007861683	0	0.000411496	0	0.001634252	0	0	1.44E-09	0.000478326	0.060089986	0	0.003290116	0.004518252	0	0	0.076139924	0.000204108	0	0.000647352	0	0.010501509	0	0.000130872	0	DEL_MH_5+_5+
