BI_DBS1_S	BI_DBS2_P	BI_DBS3_S	BI_DBS4_P	BI_DBS5_P	BI_DBS7_P	BI_DBS8_S	BI_DBS11_P	BI_DBS12_P	BI_DBS13_S	BI_DBS14_S	BI_DBS15_S	BI_DBS16_S	BI_DBS17_S	BI_DBS18_P	feature
0.00207215683825436	0.010402243224675	0.0122408395685372	0	0.0841303741604723	0.00400771053105251	0	0	0.00926077869337655	0	0	0	0.09647446948085	0	0	TG>GT
0.00468846269885096	0.00590342891516425	0.00374081970046354	0	0	0.193488601809954	0	0	0	0.0105599887759556	0.122152992609405	0.0189988292839623	0.0255268565644058	0.016836838889659	0	TT>AA
0.000518384996697859	0.000752498967745324	0.00258961824733115	0	0	0.0296602197233414	0	0	0.00520286305693858	0	0.0353374286313586	0.00434109239140823	0.0131060020910468	0	0	TT>AC
0.000678926452531237	0.000897270995751957	0.0251639389973941	0	0	0.0560330258228183	0	0	0	0.00395177852476221	0.00500107958278014	0	0	0	0	TT>AG
0.000997402079090824	0	0.00160028468507547	0	0	0.090625312154888	0	0	0	0.00962827693677351	6.4851991628504e-06	0.0065515047068085	0	0.000607224671137816	0	TT>CA
0.00337225929317132	0.000363841691490568	0.00608595021596584	0	0	0.0204978404682095	0	0	0.00721346528417618	0.0112816806944151	0.0575696272480721	0.0109044601547776	0.180764813752971	0	0	TT>CC
1.58476836330795e-05	9.71190622254574e-05	0.0295557327879117	0	0	0.0107271803826478	0	0	0.000861496713071442	0.00402122071968393	0	0	0	0	0	TT>CG
0.00115597770377419	0.00030171772452616	0.0122874834543554	0	0	0.0371813637487896	0	0	0	0.00416680084902308	0.0328861969834914	0	0.0518453909473698	0	0	TT>GA
0.000856863398393	0	0.0585055888359847	0	0	0.0277591557367219	0	0	0	0	0.0101599231619302	0	0	0	0	TT>GC
0.000970907642711499	0	0.212290472615343	0	0	0.0250938375608213	0	0	0	0	0.0196243748180416	0	0.0666867644312898	0	0	TT>GG
