BI_COMPOSITE_SNV_SBS1_P	BI_COMPOSITE_SNV_SBS2_P	BI_COMPOSITE_SNV_SBS3_P	BI_COMPOSITE_SNV_SBS4_P	BI_COMPOSITE_SNV_SBS5_P	BI_COMPOSITE_SNV_SBS6_S	BI_COMPOSITE_SNV_SBS7a_S	BI_COMPOSITE_SNV_SBS7b_S	BI_COMPOSITE_SNV_SBS7c_S	BI_COMPOSITE_SNV_SBS8_P	BI_COMPOSITE_SNV_SBS9_P	BI_COMPOSITE_SNV_SBS10a_S	BI_COMPOSITE_SNV_SBS11_S	BI_COMPOSITE_SNV_SBS12_P	BI_COMPOSITE_SNV_SBS13_P	BI_COMPOSITE_SNV_SBS14_S	BI_COMPOSITE_SNV_SBS15_S	BI_COMPOSITE_SNV_SBS16_P	BI_COMPOSITE_SNV_SBS17a_P	BI_COMPOSITE_SNV_SBS17b_P	BI_COMPOSITE_SNV_SBS18_P	BI_COMPOSITE_SNV_SBS19_P	BI_COMPOSITE_SNV_SBS21_S	BI_COMPOSITE_SNV_SBS22_P	BI_COMPOSITE_SNV_SBS26_S	BI_COMPOSITE_SNV_SBS28_P	BI_COMPOSITE_SNV_SBS30_P	BI_COMPOSITE_SNV_SBS33_P	BI_COMPOSITE_SNV_SBS35_P	BI_COMPOSITE_SNV_SBS36_P	BI_COMPOSITE_SNV_SBS37_P	BI_COMPOSITE_SNV_SBS38_S	BI_COMPOSITE_SNV_SBS39_P	BI_COMPOSITE_SNV_SBS40_P	BI_COMPOSITE_SNV_SBS60_P	BI_COMPOSITE_SNV_SBS55_S	BI_COMPOSITE_SNV_SBS44_S	BI_COMPOSITE_SNV_SBS61_S	BI_COMPOSITE_SNV_SBS62_S	BI_COMPOSITE_SNV_SBS63_S	BI_COMPOSITE_SNV_SBS64_P	BI_COMPOSITE_SNV_SBS65_S	BI_COMPOSITE_SNV_SBS66_S	BI_COMPOSITE_SNV_SBS67_S	BI_COMPOSITE_SNV_SBS68_P	BI_COMPOSITE_SNV_SBS69_P	BI_COMPOSITE_SNV_SBS70_P	BI_COMPOSITE_SNV_SBS71_P	BI_COMPOSITE_SNV_SBS72_P	BI_COMPOSITE_SNV_SBS73_S	BI_COMPOSITE_SNV_SBS74_S	BI_COMPOSITE_SNV_SBS75_S	BI_COMPOSITE_SNV_SBS76_S	BI_COMPOSITE_SNV_SBS77_P	BI_COMPOSITE_SNV_SBS78_S	BI_COMPOSITE_SNV_SBS79_S	BI_COMPOSITE_SNV_SBS80_P	BI_COMPOSITE_SNV_SBS81_P	BI_COMPOSITE_SNV_SBS82_P	BI_COMPOSITE_SNV_SBS83_P	feature
2.19E-05	5.88E-05	0	0.000303357	0.000917561	0	1.93E-05	1.28E-12	0.000104332	4.63E-05	0.000135334	5.61E-06	2.86E-05	3.30E-05	0.007652068	7.28E-06	4.96E-56	8.86E-10	0	6.52E-05	0	2.46E-10	1.38E-05	7.70E-05	0	8.32E-05	0.000548387	0.000567281	0	0	0.00187941	0.000343701	0.001250552	0.000227503	0	0	7.40E-135	0	1.09E-06	1.25E-05	0.000239518	4.54E-05	2.62E-05	5.84E-06	0	0.00238137	0.000369055	0	0.000479066	2.61E-06	3.13E-05	8.23E-05	9.30E-05	0.0002705	4.21E-05	5.48E-05	0.000120974	0	0.003425128	0	C>G_at_TTCAT
2.54E-08	0	0.001499616	0.000454255	0.000948712	0	1.59E-05	0.000126545	0.000219114	0.000453839	0	0	9.59E-05	0.000309442	0.004803941	7.50E-06	1.15E-05	0.000373224	2.32E-05	5.88E-05	0.000504726	2.41E-08	0	9.55E-05	2.57E-11	0.000105059	0.000347506	0	8.50E-05	0	0.000175615	0.000588427	0.002797319	0.001619309	0	0	6.61E-05	2.72E-05	1.31E-05	7.88E-07	0.000368322	0.000132289	3.83E-05	0.000106449	0.000176055	0.005430664	0.001500616	0	0.000658515	8.13E-05	0	0.000102951	0.000121102	0.000564445	4.05E-05	0.000217105	8.29E-05	0	0.005352379	0	C>G_at_TTCCA
1.65E-06	0	0	0.000375966	0.000258287	0	2.78E-05	0.000172977	0.000177688	0.000299096	0	1.92E-05	1.95E-05	0.000355545	0.000952264	9.13E-06	6.40E-07	0.000612382	3.48E-05	4.70E-05	0	0	0	2.52E-05	0	0	0.00066106	0.001793134	0.000199869	1.51E-05	0.000359596	7.66E-05	0.001574757	0.00109872	0	0.001086492	0	0	3.89E-06	2.21E-05	0.000338888	0.000268168	0	0.00020305	0.000314516	0.000925754	0.000828586	1.70E-26	0	1.52E-05	0	0.000460821	0	0	2.08E-05	6.74E-05	0.000449307	0	0	0	C>G_at_TTCCC
1.12E-05	0	0	8.30E-05	1.46E-05	0	2.58E-06	6.80E-06	9.86E-06	0	0	0	0	4.30E-06	0.000265921	0	0	8.37E-05	0	0	0	0	9.35E-06	0	5.26E-06	1.72E-05	0	0	0	0	0	0	0.000216713	1.79E-05	0	0	0	0	2.10E-06	2.09E-06	0	0	3.08E-06	2.80E-05	3.54E-05	0.000191811	0	0	0.000115425	2.87E-05	0	5.00E-05	0	0	2.53E-05	0	6.65E-05	0.007607518	0	0	C>G_at_TTCCG
0	0	0.001812474	0.000563405	0.000780648	6.86E-05	3.78E-05	0.000260382	0.000923997	0.000151681	0	8.47E-06	4.78E-05	0.000513139	0.002953543	0	1.16E-05	0.002076054	0	7.05E-05	3.44E-05	7.50E-25	0	0.000249396	0	7.79E-05	0.000775303	0	0.000116854	0.000103952	0.001890971	9.22E-104	0.002232292	0.002766865	0	6.47E-302	0	0	1.96E-06	2.00E-05	6.81E-05	0.000533872	1.46E-05	3.71E-05	1.38E-05	0.003060275	0.000720997	0.000214967	0.000318237	0	0	1.71E-72	0	0.000491843	2.97E-05	3.04843030607562e-315	0.000235614	0	0.018958839	0	C>G_at_TTCCT
0	0	0	5.78E-05	0.000157663	0	5.89E-06	3.28E-05	8.53E-05	2.49E-05	0	0	8.74E-06	0	0.000802541	1.01E-07	1.57E-06	9.64E-05	1.76E-05	1.26E-05	7.39E-05	0	4.70E-05	2.73E-05	3.80E-05	0	2.63E-05	0	0	0	0.000317066	4.62E-05	0.000379695	0.000110883	0	0	0	0	1.03E-06	2.18E-06	0	0	4.77E-07	2.28E-05	0	0.000122656	5.36E-05	0.000142452	2.04E-05	0	0	8.06E-05	4.80E-06	0.000119793	1.28E-05	0	0	0	0	0.005807983	C>G_at_TTCGA
0	0	0	5.12E-05	0.000125592	0	1.22E-07	2.93E-05	0	2.10E-05	0	0	0	0	0.000188834	0	1.42E-06	0	0	5.97E-06	0	1.30E-05	7.85E-06	2.26E-05	0	0	0	0	3.47E-05	7.27E-06	9.07E-05	0	9.92E-05	0.000140633	0	0	0	1.21E-06	0	0	0	8.35E-06	0	3.72E-05	7.87E-05	0	0	5.98E-06	0	1.17E-05	0	7.16E-05	0	0	0	5.71E-06	0	0	0	0.004122869	C>G_at_TTCGC
0	0	0	5.63E-05	0.000108848	5.81E-06	4.85E-06	4.12E-06	0	2.64E-14	1.33E-05	0	0	1.05E-05	0.000180131	0	0	0	0	8.84E-06	0	0	0	0	0	0	0	0	0	0	0.000349923	9.73E-06	9.38E-05	9.70E-05	0	4.89E-68	0	3.79E-07	0	0	0	1.49E-135	0	0	0	0.000128749	0.000155152	7.45E-05	6.92E-06	5.35E-06	0	8.80E-05	2.30E-05	0	7.50E-06	0	0.000574989	0	0	0.002377293	C>G_at_TTCGG
3.22E-05	0	0.000249353	0.000157285	0.000196761	0	9.84E-06	2.05E-05	0	0	0	2.99E-06	0	1.35E-06	0.00031791	0	1.33E-06	0.000112608	2.45E-05	0	0	0	0	0	8.20E-58	0	0	4.79E-05	0	0	0.001074199	0	0.000182008	0	0	0	0	2.79E-07	5.67E-07	6.29E-07	0	0	0	1.03E-06	0	0	0	0	0	2.45E-05	7.09E-06	0.0002076	0	0.000173297	0	0	0.000989204	0	0	0.006000579	C>G_at_TTCGT
9.63E-05	8.57E-05	0	0.000333091	0.000661449	9.03E-05	3.01E-06	7.06E-05	0.000136955	0.000222313	0.000303221	3.81E-05	0.000129868	0.000386658	0.024210763	6.85E-06	3.09E-06	0.001058102	0	0.00020653	0.000641193	0.000171775	2.48E-05	0	1.18E-05	8.44E-05	0	0	9.75E-05	6.81E-05	0.000376074	0	0.00358767	0.001581863	0	0	0	2.37E-05	5.81E-06	9.32E-06	5.85E-05	0.00040436	4.52E-05	9.84E-05	0.000768926	0.011002897	0.000451104	0.000866871	0.000264701	0.000324147	3.67E-117	0.000509427	0.000474338	0.005073468	4.42E-05	0.000142911	0.003512647	0	0	0	C>G_at_TTCTA
2.18E-05	0	0.000367196	0.000231757	0	3.16E-05	3.40E-05	9.85E-06	0.000534834	0	0.000377196	2.01E-05	8.01E-05	0.00041892	0.014029386	9.66E-06	0	0.002535193	8.15E-05	0.000101393	0.000743895	3.57E-15	0.000107167	0.000135339	1.73E-05	0	1.55E-07	0	0.000173465	8.49E-05	0.000817823	0	0.003168815	0.001894911	0	0	0.00012954	2.58E-05	1.30E-05	2.50E-05	0	0.000386062	2.68E-05	7.39E-45	0.000930451	0.007303362	0	0	6.38E-06	8.77E-05	0	0.000102527	0.000189837	0.000776397	0	6.64E-05	0.000146788	0	0	0	C>G_at_TTCTC
3.84E-06	4.99E-05	0.000403373	0.000425414	0.000224188	0.000169667	2.89E-06	4.85E-05	0.000215464	0.000439649	0.000324777	3.38E-05	5.99E-05	0.000293692	0.017596061	0	0	0.001016439	0	7.23E-05	0	0.00042351	0.00013438	2.82E-05	1.27E-218	0.000190657	1.77E-07	0	0.000541594	2.15E-06	0.000418725	1.13E-05	0.003078207	0.000627276	0	0	2.41E-05	2.68E-05	1.24E-06	0	0.000141714	0.000208219	9.45E-06	5.97E-79	0.000421049	0.00458513	0.000436303	0.000692666	0.000296615	0.000111022	0	0.000364356	7.86E-05	0.000772603	7.28E-05	0.000139225	0.00145188	0	0	0	C>G_at_TTCTG
0	0	0.001032496	0.000122328	0.000653735	2.63E-294	5.69E-05	0.000180589	0.000809169	0.000880716	0.000446505	5.57E-05	8.77E-05	0.00072439	0.032579651	0	1.99E-05	0.001956075	0	0.000195331	0	0	3.98E-07	0	7.36E-05	4.74E-05	0.000278285	0	0	4.89E-05	0.000224514	0	0.005839052	0.002531736	0	0	0.000409635	3.96E-05	1.27E-05	2.42E-05	0.000614184	0.000890322	3.07E-06	8.38E-220	0.000399629	0.015375888	0	6.01E-18	0	0.000130221	0	0.000243341	0.000298131	0.003119965	9.10E-05	0.00041895	0.002619959	0	4.03E-30	0	C>G_at_TTCTT
0.001322055	0.000912987	0.000130436	0.00039332	0.001890674	0.001408592	1.81E-05	6.30E-05	0.000258069	0.00188367	0.000185456	0.00038313	0.002528315	0.001393308	2.98E-05	0.002648819	0.003267995	0	0.000608081	6.29E-05	0.001598079	0.00158827	0.000850416	0.000106859	3.34E-279	0.001004691	0.009163099	0	0	0.000291132	0.003995826	0.00043149	0.001524513	0.00092127	0	0	0.003352701	0.000177184	0.000164505	0.001073898	0.002734151	6.08E-252	1.04E-89	7.05E-05	0	0.000289842	0	0.002746566	0.001898632	0.000222135	0.000690048	0.00076837	0.00081284	0	0.000205174	0	0	0	0	0	C>T_at_AACAA
0.000528927	0.000237434	8.77E-07	0.000280646	0.000973019	0.001048311	1.68E-05	3.96E-05	0.000214003	0.000690986	0.000465324	8.14E-05	0.001338687	0.000630832	0.000197362	0.001545258	0.002112683	0	0.000233972	5.57E-06	0.000723245	0.000698375	0.000378847	0.000158657	1.79E-120	0.000702671	0.005642554	0	0	0.000195855	0.001184127	0.000720599	0.000640834	6.93E-05	0	0	0.001568616	7.28E-05	4.34E-05	0.000218955	0.001427448	0	0	4.72E-05	0.000486011	0.000951743	0	0.002407534	0.002081788	0.00051961	0.000368567	0.000562764	0.000314442	0.000312065	4.18E-05	0	0.010959157	0	0	0	C>T_at_AACAC
0.000792879	0.000261674	0.002899253	0.000487517	0.001488216	0.001874915	3.14E-05	7.25E-05	0.000109182	0.000413931	0.000284303	7.24E-05	0.001766977	0.000719758	0.000318839	0.001024618	0.001313863	4.54E-08	0.000290359	9.37E-05	0.000480587	0.000345396	0.000534967	5.40E-05	0.000178943	0.000811353	0.006739282	0	9.92E-05	0.000149937	0.005679368	2.02E-290	0.000955715	0.000217106	0	0	0.003309946	1.48E-05	1.35E-05	0.000244094	0.001880211	0	0	6.74E-05	0.000728537	0.000464709	0	0.001266786	0.002588582	0.000619771	9.70E-05	0.000754919	0	0.000832389	4.51E-05	0	0	0	0	0	C>T_at_AACAG
0.002540052	0.000424846	0	0.000688083	0.002116051	0.001143864	3.90E-05	8.72E-05	0.000448959	0.013659712	0.001390935	0.000270842	0.002815392	0.001562769	0.000489781	0.003596193	0.004330073	0.00025152	0.000413592	0.000146708	0.001315871	0.000250697	0.000629313	0	0.000223162	0.000983938	0.009750595	0	0	0.000507541	5.44E-08	0.000640722	0.00389544	0.00130657	0	0	0.003237853	0.000115451	0.000120267	0.000475518	0.00208042	4.97E-05	3.17E-142	0.000149561	0	0.000228458	0.00161518	0.002586486	0.002574272	6.38E-60	3.01E-30	0.000939615	0.00022186	0	0.00018831	0	0	0	0	0	C>T_at_AACAT
0.000719345	0.000219466	0.001034241	0.000388832	0.000840559	0.001089604	0.002302845	0.004038586	1.43E-126	0.001347499	0.000173583	0.000523733	0.012270792	0.000567923	4.70E-05	0.003815579	0.003080302	0.000862358	0.000538472	3.45E-06	0.000376453	0.000362748	0.000573178	0.000163325	9.67E-05	0.000288558	0.005948722	0	0.000110329	0.000217845	0.001409886	0.000181992	0.00101379	0.000152676	0	0	0.000690733	0.000310985	0.000202021	0.000984698	0.001101723	1.07E-221	0.000127875	0.000422845	0.000499897	0.000340194	0.000626715	0.003619414	0.001427378	0.000375006	1.03E-22	0.002878656	0.000157932	0.000125603	0.000308115	0	0	0	0	0	C>T_at_AACCA
0.000655045	0.000215914	0.00100398	0.000392268	0.000228615	0.000910199	0.001804743	0.002849286	4.17E-199	0.000797174	0.000259518	0.000363429	0.008904061	0.000615617	0	0.001741535	0.000984806	3.23E-06	0.000106529	4.73E-05	0.000404653	9.61E-05	0.000335166	7.32E-05	7.97E-05	0.00042472	0.005265737	0	0	0.000364271	0.001512996	0	0.001232774	0.000402731	0	0	0.000427162	0.00022255	0.0001936	0.000316735	0.000956982	0.000393461	0.000104599	0.001013782	0.000605494	0	4.32E-14	0.0006793	0.001277286	0.000695551	0.000342155	2.81E-08	0	0.000491843	0.000201928	0.000381432	0.002156637	0	0	0	C>T_at_AACCC
1.85E-05	0	0.000134609	8.72E-05	1.35E-05	0.000392865	0.000379366	0.000734632	0	3.40E-05	5.16E-05	3.49E-05	0.001196764	6.08E-05	2.03E-05	0.000155095	0.000152284	0.000132089	2.86E-05	0	0	0	7.82E-293	0	0	4.56E-05	0.000587524	0.000109996	0	5.86E-05	0	0	0.000101694	0	0	0	8.11E-05	7.52E-06	2.28E-05	5.81E-05	0	5.38E-29	0	0.00010386	0	0	0	0.00052561	0.000278359	7.47E-05	6.21E-05	0.001410688	0	8.85E-05	5.86E-07	0	0	0	0.000950779	0	C>T_at_AACCG
0.00074861	0.000159208	0.001845182	0.000341821	0.000550087	0.001003051	0.001491882	0.00169319	0	0.001928534	0.000451492	0.000437773	0.011762351	0.000661031	0.000106492	0.001315219	0.000548225	7.52E-07	0.000598585	2.54E-05	0.000523797	6.81E-10	3.49E-05	0.00014111	0.000124218	0.000274812	0.006238092	0	0.000209239	0.00036749	0.000213225	0	0.001127585	0.000237235	0	0.001062382	0.000649496	0.00024139	0.000116987	0.000518192	0.000566905	0.00161684	0.000246425	0.000412907	0.000733631	0.000109571	0.001675182	0.001552205	0.000841024	0.000336691	0.000166897	0.002010144	8.36E-05	0	0.000293757	0	0	0	0	0	C>T_at_AACCT
0.020985988	0	0.000194236	1.41E-05	0.000318254	0.003347363	1.89E-06	1.44E-05	8.08E-08	0.002164363	7.79E-05	0.001005934	0.000520192	1.28E-05	0.000108996	0.004106295	0.004317889	0.000438349	0	0.000103094	0	0.00018225	0.001384972	2.74E-06	0.001059629	0.000626856	0	0.00058268	0	0.000186212	0.000796064	0	1.13E-05	0.001587165	0	0.001127254	0.001943678	0.000399311	0.00072509	0.000937811	0	4.85E-05	1.21E-145	9.82E-05	0	0	0	0	0.000250043	0.000165683	0.012596809	5.42E-06	1.91E-215	0	0.000738412	2.09E-67	0	0	0	0	C>T_at_AACGA
0.016957503	0.00023598	0	0.000103261	0	0.004885186	2.33E-275	1.80E-05	3.89E-05	0.001524846	0.000682984	0.00064686	0.000244604	0.000120911	0	0.002299147	0.003346494	0	0.000297159	0.000179557	0.000277523	0	0.000905904	0.000137541	4.32E-05	0.000438391	0	0	0.000236364	8.75E-05	0	4.55E-05	0	0.000776189	0	0	3.30E-46	0.000166367	0.000536166	0.000441052	0.001252868	0	0.000255423	5.81E-05	0.000103273	7.62E-09	0	0.004250614	0.000182329	0.000876873	0.016650087	0.000138625	2.84E-295	0.00129011	0.000304508	0.001866123	0.00020377	0	0	0	C>T_at_AACGC
0.016934869	0.00015163	0.001364485	6.58E-05	0.000221186	0.005461666	1.54E-48	7.78E-05	4.92E-05	0.001266182	0.00063793	0.000637427	0.000202301	3.55E-05	7.52E-05	0.002066989	0.002601923	0	0.000289833	0.000272296	1.12E-09	0	0.000248705	2.98E-05	0.00042764	0.00016286	0	0	0	0.000232396	0.002129539	0.000558714	1.42E-07	0.001276023	0	0	5.54E-09	0.00019443	0.000364331	0.00050862	0.00159619	1.49E-05	0.000206045	0.000125514	4.58E-05	0	0	0.000691917	0.000498441	0.000560557	0.015582403	0.00019834	1.42E-110	0	0.000508579	0.00046509	0	0	0	0	C>T_at_AACGG
0.016659658	7.73E-05	0	0.000139858	0.000225911	0.003156483	6.92E-06	4.94E-05	1.41E-05	0.001772738	0.000702042	0.001302032	0.000301106	0.000100428	0.000138492	0.003179418	0.01199751	0.000381075	0	0.000165492	0	0.000565554	0.001001439	2.37E-05	0.000155245	0.00062786	0.000332803	0	0.000500921	0	0.000585653	0.000580184	0.000366344	0.001496946	0	0	0.000682076	0.000264131	0.000884753	0.00064607	0	4.70E-05	0.000135926	4.99E-05	0	0	0.001606776	0	0.000251997	0	0.015195634	6.05E-05	0.001209081	0	0.000424835	0	0	0	0	0	C>T_at_AACGT
0.000638912	3.59E-05	0	0.000203109	0.001113776	0.000211248	0.000242325	0.000530079	0.000258024	0.003454603	0.000353589	0.00041762	0.005189027	0.000233888	7.39E-05	0.001986167	0.000999569	2.63E-05	0.000669015	5.68E-05	7.15E-07	0.003093298	0.00037547	0.000150057	6.23E-32	0.00014806	0.002782455	0	0	0.000179159	0.003040521	3.41E-222	0.001969981	0.000673307	0	0	0.000397764	0.000370332	6.99E-05	0.001041214	0.000671033	0.000909251	0.000188958	0.000692531	0.000490304	0.000193922	0	0.00090402	0.001307284	0	1.83E-05	0.002033814	9.14E-05	0	0	0	0.000122322	0	0	0	C>T_at_AACTA
0.000331728	0.000197745	0.002438322	0.000316776	0.000230513	0.000483857	0.000536739	0.000254752	4.23E-172	0.001948954	0	0.000755967	0.006601522	0.000321533	3.45E-05	0.002079615	0.001031995	0	0.000777835	0	0.001093971	0.002494143	4.55E-05	0.000116433	0	0.000157563	0.002800392	0	0	8.71E-05	0.005182179	1.07251959782287e-311	0.001773894	0.000345308	0	0	2.65E-42	0.000465403	0.000289463	0.000972738	0.000826507	0.000920965	0.000177303	0.000761884	0.00126623	0.001113349	1.08E-09	0.002885788	0.002056457	0	8.85E-05	0.001894732	0	0	0.00031684	2.15E-34	0	0	0	0	C>T_at_AACTC
0.000449957	0.000159634	0	0.000240995	0.000890371	0.000968621	0.001032244	0.000448596	0	0.00137553	0	0.000455896	0.006031043	0.000283354	8.12E-05	0.002143975	0.001329567	0.000260658	0.000568582	0	0.001144791	0.004178314	0.001000796	0.000152087	0.000227565	0.000302992	0.002506446	0	0	0.000108815	0.004413384	1.62E-110	0.001344418	0.001686493	0	7.46E-230	0.002054116	0.000393611	0.000101343	0.000921398	0.001104544	0.001270488	2.39E-05	0.000824773	0.000862895	0.000206241	0	0.002140767	0.002293775	1.86E-05	7.28E-05	0.003023203	0	1.59E-15	1.85E-170	0	0	0	0	0	C>T_at_AACTG
0.001109159	0.000329099	0	0.000264213	0.00034988	0.000435049	0.000793974	0.000570878	9.38E-137	0.005718115	0.00016712	0.000811679	0.008510147	0.00032203	8.49E-06	0.002129579	0.001187826	0.000478097	0.000465606	0.000127889	0.002132134	0.002740745	0.00026752	0	3.90E-152	0.000360381	0.004021283	0	0	0.000196758	0.001766492	1.12E-153	0.003391358	0	0	0	1.40E-162	0.000400977	0.000240506	0.000956021	0.002552097	0.001499057	0.00012533	0.000542945	0.000990064	0.000326909	0	0.000790453	0.001472441	0	0.000170333	0.004668566	0.000484748	0	0.000145131	0	0.001244928	0	0	0	C>T_at_AACTT
0.000364035	0.001353036	0	0.000600124	0.001383419	0.000502159	0.001491274	0.003125375	8.03E-49	0.000100788	0.000421244	1.62E-05	0.001310943	0.00089057	0.000111356	0.000538193	0.000140698	0	4.26E-05	7.30E-05	0.000179113	0.008573633	0.000537476	0.000186236	2.56E-05	0.000463381	0.003654456	0	0	0.000208882	2.07E-12	3.44E-292	0.000397756	0.000935187	0	0	0.000570504	7.19E-05	7.79E-05	0.00026911	0.000826922	0.001353101	2.77E-05	0.000423961	0.000615967	0.001297961	0.000266805	0.00155145	0	3.05E-05	8.46E-05	0.003633461	0.000494647	0.001015642	0.000183181	1.17E-165	0.01489051	0	0	0	C>T_at_ACCAA
0.000487343	0.000843138	0	0.000698479	0.001305027	0.000794444	0.001697652	0.002336982	0.001085828	0	9.49E-05	5.91E-05	0.001469134	0.001022671	0.00021862	0.000243876	8.25E-05	0	0.000285171	3.85E-05	7.97E-14	0.006191083	0.000289279	0.000150382	0	0.000499425	0.004418211	0	0	0.000166164	0.000473572	0	0.000670044	0.000345122	0	0	0.000519569	2.88E-05	4.70E-60	9.59E-05	0.000953344	0.001436644	8.59E-05	1.60E-12	0.000664714	0.001182134	0.000536377	0.003413577	0.000665647	0.000485619	0.000145127	0.00200561	0.000371986	0.000445728	0.000190489	0.000275449	0.00021025	0	0	0	C>T_at_ACCAC
0.000324323	0.001171004	0.001030526	0.00062023	0.001357896	0.000716447	0.001376766	0.002960197	0.000932191	0.000302286	0.000314063	1.78E-05	0.001278828	0.000647197	0.000425633	5.65E-05	6.81E-96	9.20E-05	0.00029431	8.47E-05	8.36E-14	0.005822176	0	0.000103954	0	0.000123355	0.003724447	0	0	0.00028745	0.002092438	2.31E-147	0.000642498	0.000986877	0	0	0.000713965	1.78E-05	3.19E-06	6.10E-05	0.001235762	0.000998999	1.18E-05	0.000330228	0.000813619	0.001750091	0.00131379	0	0.000708161	0.000317006	8.77E-05	0.00320195	0.000173309	0.000798554	4.49E-05	0.000318399	0	0	0	0	C>T_at_ACCAG
0.000687667	0.001155241	0	0.000840922	0.002046923	0.000859761	0.004093902	0.00604048	0.003260203	0	0.000323083	5.80E-05	0.001508094	0.001316184	0.000471821	0.000637991	0.000578859	0.000309875	0.000231539	0.000129181	0.000990159	0.00946354	0.000315882	0.000297191	9.20E-116	0.00036696	0.004963529	0	0	0.000174576	0.00156843	7.43E-05	0.000906268	0.001403461	0	0	0.00121904	2.89E-05	7.59E-05	0.000192261	0.001815575	0.003074917	8.21E-05	0.000624611	0.000772008	0.001087681	9.63E-11	0	0.000294977	0.000394273	0.00019388	0.00401505	0.000610613	0.000480338	0.000434136	0	0	0	0	0	C>T_at_ACCAT
0.000876864	0.000350646	0	0.000712851	0.001314942	0.001153077	0.002048069	0.004757133	0.003028158	0.000199083	0.000407041	5.75E-05	0.011316539	0.000741166	0.000119294	0.002297052	0.002307088	0.000449757	0.000419509	0.000165392	0	0.01025775	0.001743828	0.00030253	8.32E-05	0.000230824	0.004745679	0	0.003979946	0.000389394	0.001077138	1.27E-196	0.000804993	0	0	0	0.001230865	0.000102826	6.75E-05	0.000326205	0.001603447	0.002123192	0.000117832	0.000630965	0.000278302	0.000741379	0.000543883	3.15E-14	0.000442998	0.001622692	6.29E-05	0.001601575	0.001078472	0	0.000316627	4.44659081257122e-323	3.63E-05	0	0.004290185	0	C>T_at_ACCCA
0.000700379	0.000207756	0	0.0004868	0.000565202	0.000471576	0.002183246	0.004466624	0.001333568	0.000217477	0.000202807	3.54E-05	0.007793089	0.000636402	9.63E-05	0.000426592	0.000413347	0	0.000541254	4.90E-05	0.000279125	0.00749034	0.002445805	0.000136102	0.000148326	0.000140515	0.003969126	6.95E-05	0.001133384	0.000264686	0	0.000271679	0.000898692	0.000432335	0	0	0.000758848	7.04E-05	6.28E-05	0.000147783	0.000689716	0.002629092	8.66E-05	0.001212015	2.47E-06	0.000316106	0.001241115	0.000431283	0.000704002	0.001196312	1.01E-06	0.000448991	0.000146064	0	0.000290147	0.000829858	0.000223298	1.12E-44	0	0	C>T_at_ACCCC
8.33E-05	0	0	0.000154497	0.000116015	0.000138159	0.000613391	0.001390354	0.000365245	9.75E-05	0	0	0.001857964	0.000139937	6.84E-05	0.000100945	0.000133695	0	0.000105775	2.01E-05	0	0.001096199	0.000266419	5.92E-05	0	1.16E-05	0.001055851	0	0.000257613	2.45E-05	0	0.000105049	0.000152253	9.64E-05	0	0	0.00032833	1.15E-05	4.97E-212	1.17E-05	0.000116346	0.000536468	1.44E-05	3.54E-112	0	0.000101592	4.32E-06	0.000229287	0.000228887	0.000215907	8.97E-126	0.001570278	6.52E-05	0	2.45E-05	0.000228762	0.000125459	0.000329372	0	0	C>T_at_ACCCG
0.000788576	9.35E-05	3.23E-06	0.000740835	0.000765915	0.000388415	0.002895881	0.006422359	0.002534488	0.000620597	0.000384821	1.23E-05	0.009678969	0.000734718	0.000166347	0.000469694	0.000632753	0	0	8.08E-05	0	0.005920718	0.000944356	0.000384371	0.000139242	0.000299125	0.005433859	0	0.002104914	0.000204983	0.000196387	4.72E-05	0.000819363	0.001677125	0	0	0.000789917	8.55E-05	4.99E-05	9.04E-05	0.000769057	0.003238381	0.000181333	0.001369729	0.000420207	0.000712394	7.79E-09	0	0	0.001088804	0.000234151	8.32E-147	0.000340782	0	0.000136711	0.000540694	0.000785791	0	0	0	C>T_at_ACCCT
0.006377182	0.00010449	0.000410522	8.09E-05	0.000144869	0.002632582	0.000110824	0.000240812	0.000285428	0	0.00019738	0.000225742	7.33E-05	0.000132435	8.22E-05	0.001836346	0.001594085	0	0.000260955	5.29E-05	0.001766088	0.000869896	4.59E-05	3.25E-05	0	0.000301635	0	0.001610797	0	0	0.000205769	0	0.00028793	0.000331859	0	0	0.000758013	9.50E-05	0.000241876	0.000348955	0.001124314	0.000169046	8.54E-05	0.000202257	0.000235303	0.000115671	0	0.00213026	0	0.00070003	0.006647159	0.000805184	0.000581146	0.000226954	0.000599174	0	7.41E-05	0	0	0	C>T_at_ACCGA
0.007263012	0.000301782	5.50E-18	0.000160771	0.00010127	0.004799305	0.000135856	0.000321574	0.00032679	8.14E-05	0.000272711	0.00010059	7.37E-05	0.000156308	0.000164592	0.0013944	0.001020666	0.000171562	0.000762319	8.98E-05	0.002230705	0.00105175	0.000154143	0.000110881	0.000119919	0	0.000877792	0	0	0.000116539	1.81E-05	0	0.000483041	0	0	0	0.001245858	1.09E-05	0.000211043	0.000257901	0.001681916	0.000365306	0.000166122	3.69E-83	0	0.000444586	0	0.007522774	0	0.000686246	0.012339062	0.00042718	0.000104525	0.000665846	0.000246711	0	0.001211316	0	0	0	C>T_at_ACCGC
