BI_COMPOSITE_DNP_SBS1_P	BI_COMPOSITE_DNP_SBS2_P	BI_COMPOSITE_DNP_SBS3_P	BI_COMPOSITE_DNP_SBS4_P	BI_COMPOSITE_DNP_SBS5_P	BI_COMPOSITE_DNP_SBS6_S	BI_COMPOSITE_DNP_SBS7a_S	BI_COMPOSITE_DNP_SBS7b_S	BI_COMPOSITE_DNP_SBS7c_S	BI_COMPOSITE_DNP_SBS8_P	BI_COMPOSITE_DNP_SBS9_P	BI_COMPOSITE_DNP_SBS10a_S	BI_COMPOSITE_DNP_SBS11_S	BI_COMPOSITE_DNP_SBS12_P	BI_COMPOSITE_DNP_SBS13_P	BI_COMPOSITE_DNP_SBS14_S	BI_COMPOSITE_DNP_SBS15_S	BI_COMPOSITE_DNP_SBS16_P	BI_COMPOSITE_DNP_SBS17a_P	BI_COMPOSITE_DNP_SBS17b_P	BI_COMPOSITE_DNP_SBS18_P	BI_COMPOSITE_DNP_SBS19_P	BI_COMPOSITE_DNP_SBS21_S	BI_COMPOSITE_DNP_SBS22_P	BI_COMPOSITE_DNP_SBS26_S	BI_COMPOSITE_DNP_SBS28_P	BI_COMPOSITE_DNP_SBS30_P	BI_COMPOSITE_DNP_SBS33_P	BI_COMPOSITE_DNP_SBS35_P	BI_COMPOSITE_DNP_SBS36_P	BI_COMPOSITE_DNP_SBS37_P	BI_COMPOSITE_DNP_SBS38_S	BI_COMPOSITE_DNP_SBS39_P	BI_COMPOSITE_DNP_SBS40_P	BI_COMPOSITE_DNP_SBS60_P	BI_COMPOSITE_DNP_SBS55_S	BI_COMPOSITE_DNP_SBS44_S	BI_COMPOSITE_DNP_SBS61_S	BI_COMPOSITE_DNP_SBS62_S	BI_COMPOSITE_DNP_SBS63_S	BI_COMPOSITE_DNP_SBS64_P	BI_COMPOSITE_DNP_SBS65_S	BI_COMPOSITE_DNP_SBS66_S	BI_COMPOSITE_DNP_SBS67_S	BI_COMPOSITE_DNP_SBS68_P	BI_COMPOSITE_DNP_SBS69_P	BI_COMPOSITE_DNP_SBS70_P	BI_COMPOSITE_DNP_SBS71_P	BI_COMPOSITE_DNP_SBS72_P	BI_COMPOSITE_DNP_SBS73_S	BI_COMPOSITE_DNP_SBS74_S	BI_COMPOSITE_DNP_SBS75_S	BI_COMPOSITE_DNP_SBS76_S	BI_COMPOSITE_DNP_SBS77_P	BI_COMPOSITE_DNP_SBS78_S	BI_COMPOSITE_DNP_SBS79_S	BI_COMPOSITE_DNP_SBS80_P	BI_COMPOSITE_DNP_SBS81_P	BI_COMPOSITE_DNP_SBS82_P	BI_COMPOSITE_DNP_SBS83_P	feature
0	0	0.008004253	0.06336249	0	0	7.2e-155	0.000765438	0.015676356	0	0	0.206276596	0.014621887	0	0.014194122	0.014289907	0	0	0	0.022015216	0	0	0.010511896	0	0.061676919	0	0	0	0.259888003	0	0	9.88131291682493e-324	0	0	NA	9.88131291682493e-324	9.88131291682493e-324	0.001452306	0.003348959	0.018349989	0	0.000380669	3.1e-188	0.003271819	0	0	0	0	0.015812314	0.022957583	0	0.002243121	0	0.01725049	0	4.94065645841247e-324	0	0	0	0	CT>AA
0	0	0	0	0.001804058	0.013228178	0.001137744	0.00024492	0.003470999	0	0	1.48219693752374e-323	4.06e-131	0	0	0.02735953	0.015744551	0	0	0.042006261	0	0	0.091093156	0	0.073326039	0.015613761	0	0	0.171581683	0	0	9.88131291682493e-324	0	0	NA	4.94065645841247e-324	1.48219693752374e-323	0.007289988	0	0.065567922	0	6.33e-161	0.004104571	0.004470435	0	0	0	0	0	0.017669868	0	0.002510929	0.032106189	0	1.48219693752374e-323	0.080639605	0	0	0	0	CT>AC
0	0	0.02032007	0.016838054	0.000800298	0	0	0.000216879	0.002990597	0	0.002335565	1.48219693752374e-323	0.006079662	0	0.002952339	0	0	0	0	0.101476904	0	0	0	0	0.005793657	0.031022649	0	0	0.018748594	0	0.012435141	4.94065645841247e-324	0.022097019	0	NA	4.94065645841247e-324	4.12e-276	0.093957181	0	0.106773196	0.14157715	0.000243201	0.138257021	0	0	0.016297331	0	0	0	0.018686822	0	0.000713671	0	0.016049374	0	0.020787293	0.034216257	0	0	0	CT>AG
0	0.007059528	0.000983346	0.00419038	0	4.94065645841247e-324	0.000149693	0.000500204	0.004872013	0	0.016537457	0	0	0	0.00161028	0	0	0	0	0	0	0	0	0	0	0	0	0.109709583	0.011466187	0	0.01315272	4.94065645841247e-324	0.00713493	0.000238114	NA	4.94065645841247e-324	0.004090516	0	0	0	0	0.00054554	0	0	0.002060861	0	0	0	0.002002503	0.001263643	0	0.000928837	0	0	0	9.88131291682493e-324	0	0	0	0	CT>GA
0	0	0.002925175	0.001026232	0.000300151	0.011110174	0.001610189	0.000313754	0.003147886	0	0.024005765	0	0	0.006777625	0.001990119	0	0.000925298	0	0	0.013385771	0	0	0.008320656	0	0.031154316	0.003648975	0	0	0.004620418	0	0.015269534	0.018108858	0.003718694	0.000491742	NA	9.88131291682493e-324	0	0	0	0	0	6.42e-05	0	0	0	0	0	1.15e-05	0.013433523	0	0	0.000831964	0	0	0	0.039205737	0	0	0	0	CT>GC
0.522393352	0.002220249	0.007806395	0.001353704	0.000295916	0	0.000290556	0.000165691	0.000372552	0.012409148	0.008049803	0.008361769	0	0.001174073	0	0	0	0.00136082	0	0.005995967	0	0	4.94065645841247e-324	0	0	0	0.041755703	0.045420808	0.000430066	0	0.000460026	0	0.009365348	0	NA	4.94065645841247e-324	0	0	0	0	0	4.5e-102	0	0	0	0	0	0.025708388	0	9.88131291682493e-324	6.4228533959362e-323	6.33e-143	0	0.00216529	0	0.010740918	0.00405423	0	0	0	CT>GG
0	0	0.012823125	0.030128598	0.000841793	0	0.02316471	0.008904206	0.182997009	0.117216577	0.022857716	0.021916847	0.04624944	0	0.059440638	0.001401707	0.00161618	0	0	0	0.001550076	0.075178649	4.94065645841247e-324	0.002838105	4.94065645841247e-324	0.002836659	0	0.084469573	0.016844046	0.017951271	0.01566044	0.007247924	0.002816343	0.014695621	NA	4.94065645841247e-324	0	0	4.94065645841247e-324	0.001883794	0.078332133	0.040913756	0	0	0.00076567	0.017185913	0	0.057364426	0.034756164	0	0	0.009051009	0.012650288	0.001853098	0.013367273	0	0.001794298	0	0	0	CT>TA
0	0.004173338	0.010170168	0.006393345	0.000355277	0.043050109	0.034950607	0.005827527	0.082027574	0.042570121	0.01615563	0	0.041794636	0.014937392	0.001396126	0.022586512	0.004455288	0	0.037588229	0.159467678	0	0.063516465	0.096357791	0.016754787	0.025623269	0.149421913	0.056242965	0	0.005093143	0	0.051916708	0.039503501	0	0.010938341	NA	9.88131291682493e-324	9.88131291682493e-324	0	4.94065645841247e-324	0.009420848	0	0.019328311	4.94065645841247e-324	6.04e-61	0	0.017077832	0	0.019395239	0	0.00706504	0	0.010660469	0.022152983	0.01058813	4.94065645841247e-324	0.016314846	0.00977112	0	0	0	CT>TC
0	0.003668533	0.005140715	0.007153161	0.000654868	2.34e-70	0.002502216	0.003785023	0.014060954	0.010820952	0.000562842	1.48219693752374e-323	0.007000011	0.00912766	0	0.019048846	0	0.000625312	0	0.01102479	0	0	4.94065645841247e-324	0	0	0	0	0	0.002780291	0	0.039866775	3e-176	0.013426419	0.000186565	NA	3.13e-305	0.005894135	0.038722822	0.056461865	0.060084691	0	0.011228959	1e-20	0	0	0.008961835	0.104705044	0.019585024	0.024204762	0	0	0.002410995	0.001715297	0	0.035497739	0.011890409	0.030390796	0	0	0	CT>TG
0	0.018248364	0.09390556	0.026323141	0.006015322	0	1.05e-05	0.000262568	1.25e-59	0	0	2.96439387504748e-323	0.028510426	0.213818125	0	0.080937404	0.032600277	0.506208271	0.011794421	0.011805113	0.176831059	0	4.94065645841247e-324	0.017343256	0	0	0	0.139938047	0.01118234	0.097733431	0	1.97626258336499e-323	0	0.049057789	NA	4.94065645841247e-324	0	0	0.00979203	2.31e-67	0	0.00325072	0	0.011124023	0.269904041	0.149863604	0	0	0	0	0	0.002480646	0	0	0	4.94065645841247e-324	0	0	0	0	GC>AA
0	0.027454964	0.029756434	0.002990742	0.000667676	9.88131291682493e-324	0	1.4e-05	0	0	0.010120233	0	0.003595765	0.018100616	0	0.003873259	0.001379306	0.018222388	0	0	0.0054764	0.068183804	4.94065645841247e-324	0.010552821	3.91e-110	0	0.000291367	0.026069136	0.002876658	0.122176177	0	0.052363837	0.060638053	0.044767281	NA	0.012561441	1.48219693752374e-323	0.000886478	0.000500179	0.000548447	0	0.00090502	6.09e-245	0.001289211	0.022795134	0	1.3e-05	0	0.155438859	0	0	0.001256954	0.014562568	0	0	0.024038313	0.003441222	0	0	0	GC>AG
0	0	0.013060545	0.00124122	0.002270617	4.94065645841247e-324	0.000866985	4.26e-05	4.29e-145	0	0.006240743	0	0.033918502	0.018639315	0	0.110974945	0.207845891	0.029922361	0.004815698	0	0.00044157	0.074463727	4.94065645841247e-324	0.013649432	4.94065645841247e-324	0	0.176232189	0.04436481	0.002869613	0	0	0.003493361	0.026097774	0.055632752	NA	0	4.94065645841247e-324	0.004738353	0.009478345	0.000757068	0.084006525	0.000679825	0.00135627	0	0.05103376	0	0	0.007281899	0.160769237	9.88131291682493e-324	0	0.001084429	0	0	0.002736526	9.88131291682493e-324	0.01158507	0	0	0	GC>AT
0	0.016742179	0.003348346	0.005123368	0.001181458	9.88131291682493e-324	0.000668378	0.000153945	0	0	0	1.48219693752374e-323	0	0.008429349	0.000995588	0.001493318	0.002135803	0.012252149	0	0	0.004822753	0	4.94065645841247e-324	0.006126715	4.94065645841247e-324	3.78e-07	0	0	0.004837816	0.115086292	0.001489193	0.011902036	0.018507241	0.020933868	NA	0.006615303	0	4.94065645841247e-324	0	0.000176497	0	1.28e-14	0.006249421	0.000806683	0.004932052	0	0	0	0.019305756	0.047950197	0	0	0.013935216	0.003481003	0	0.029664491	0	0	0	0	GC>CA
0	0	0.000386563	0	0.000157453	0	9.9e-271	0	0	0	0.003908874	0	0	0.000558536	0	0.00200821	0	0	0	0	0	0	0.025920145	0	4.94065645841247e-324	0	0	0	0.000302534	0	0	0.007896048	0	0.000633529	NA	0	0	0	0	0	0	0	0	8.13e-05	0	0	0	0	0.032733462	0	0	0.000521099	0.008290632	0	0	7.82e-20	0	0	0	0	GC>CG
0	0	0.001998077	0.00168825	0.001288103	4.94065645841247e-324	0	0	0	0	0.001272034	1.48219693752374e-323	0.006733274	0.004873011	0	0.018946395	0	0.026226537	0	0	0	0.005916933	4.94065645841247e-324	0.00129217	0	0	0	0	0.00136188	0.047204142	0	0.012876028	0.0026101	0.018144084	NA	0.004678037	0	0.004841187	0.004206384	0.00509242	0	0.000105599	0.003900044	0	0	0.012733109	0.039086305	0.022016853	0.002777096	0	0	0	0	8.12e-12	9.88131291682493e-324	4.94065645841247e-324	0	0	0	0	GC>TA
0	0	0.009858249	0.007616639	0.00242341	0.041297379	9.58e-29	0.001006019	0.004863288	0	0.040495151	0.152614818	0.007424545	0.022804781	0.003521623	0.027751189	0.061005316	0.022580116	0.062827832	0	0	0	0.142950431	0.104590225	9.88131291682493e-324	0	0	0.255421488	0.003162696	0	0	1.48219693752374e-323	0.006434293	0.026171101	NA	4.94065645841247e-324	0.102884427	0	0.002639371	0.00122103	0	0.001055124	0.005458329	0.005035368	0.072388608	0	0	0.019278416	0.054932538	0.121714283	0	0.00344018	0.133196359	0.040770104	0.018327894	1.48219693752374e-323	0	0	0	0	TA>AT
0	0	0.000151296	0.00011171	0	4.94065645841247e-324	0	7.46e-05	5.11e-05	0	0.007123768	0	0	0.00036251	0	0.001396263	0	0	0	0	0	0	0.018406611	0.005179953	0.014445057	0.002519219	0	0	0	0	0	0.014174465	0	0.001074118	NA	0	9.88131291682493e-324	0	0	0.006389658	0	6.46e-05	1.78e-162	0	0	0	0	0	0	0.001824364	0	0	0	0	0.018214795	0.00440436	0.023976679	0	0	0	TA>CG
0	0	0.001113427	0.007205796	0.000976965	0.001949949	0.003701342	0.000456911	0.005895717	0.0289755	0.031975372	1.48219693752374e-323	0	0	0	0	0	0	0.026050857	0	0.019700534	0.01859816	0.035982627	0.099091627	1.48219693752374e-323	0.033287334	0	0	0.001972759	0	0	0.065593071	0.029812441	0.008733197	NA	4.94065645841247e-324	0.050447228	0	0	0.000689672	0	0.000232979	0.002084699	0.002246324	0.009889964	0.007177451	0.116636781	0.013787395	0.007753964	0.016516648	0	0.001466192	0	0.004766956	0.003327511	1.19e-299	0.008598429	0	0	0	TA>CT
0	0	0	0.000317856	0	1.48219693752374e-323	9.21e-11	0	4.16e-34	0	0.006680664	0	0	0	0	0	0	0	0	0	0	0.009877377	4.94065645841247e-324	0.00383706	0	0	0	0	0	0	0.005089949	0	0	0.000308979	NA	0.01119978	0.000764216	0.003082109	0	0.001040258	0	0.000132118	0	0	0	4.67e-08	0	0	0	0.004731836	0	0.000278591	0	0	0	4.94065645841247e-324	0.0007324	0	0	0	TA>GC
0	0	6.05e-05	0.000677891	0	1.48219693752374e-323	0	0.000296621	0.001391897	0	0.007029488	1.48219693752374e-323	0	0.004874337	0	0	0	0	0	0.004330569	0	0	0.002430697	0.004637546	0.005869331	0.000973379	0	0	0.001063459	0	0.008962919	0.020492503	0.001441875	0.003632897	NA	4.94065645841247e-324	0.008052353	0.004549421	0.003794461	0.004789891	0	0	0.002698662	0	0	0	0.093123009	0.001924586	0.001626718	0.005741849	0	0	0	0.002436976	0.020458016	0.008722889	0	0	0	0	TA>GG
0	0	0.004249246	0.001211006	0.00077714	0.008573452	0.002942747	0.001776862	0.007445112	0	0.058399814	0.046737662	0.016713403	0.030660927	0	0.000662964	0.001102369	0.001034534	0	0	0	0	0.020464041	0.077263776	0	0	0	0.029214732	0.001375756	0	0	0.038767047	0	0.008209079	NA	4.94065645841247e-324	0	0	1.48219693752374e-323	0	0	0.000759915	0.00376036	0.000507342	0	0	0	0	0.001682835	0.061465347	0	2.28e-60	0	0.009618822	0.006769915	4.94065645841247e-324	0.001382823	0	0	0	TA>GT
0	0.005125785	0.132598114	0.023641677	0.015689419	0.010458977	0.000461181	1.4e-164	0.009805492	0	0	0.014795732	0.052510718	0.236585614	0	0.000798496	0.005117062	0.308968008	0.188712307	0.009854056	0.308254761	0	4.94065645841247e-324	0.231674062	4.94065645841247e-324	0	0	3.97e-06	0.055114406	0	0	2.47032822920623e-323	0.090302485	0.071047127	NA	0	5.92878775009496e-323	0.007037095	0.009405015	0.005550883	0	0.001346765	0.026621026	0.002139423	0.216915756	0.119458338	0	0	0	0	0	0.002825144	9.88131291682493e-324	0.104091519	0.000917326	9.88131291682493e-324	7.62e-05	0	0.053138247	0	TC>AA
0	0	0.011604894	0.003648178	0	0	1.84e-113	0.00040038	0.00346718	0	0	0	0	0.013330176	0.155100116	0.002122448	0	0	0.020516641	0	0.002244915	0	0	0.002545755	0	0	0	0	0.014335282	0	0.00377941	0.042519373	0.015835141	0.015167265	NA	4.94065645841247e-324	0	0	0	0	0.010013474	0.000383165	0.000850749	1.23e-269	0.01163073	0.026709152	0	0.028447492	0.008595744	0	0	0.000991063	0.00647291	0	0	4.94065645841247e-324	0	0	0	0	TC>AG
0	0.049625242	0.037415847	0.00777488	0.001813681	1.48219693752374e-323	0.034332917	0.000756327	0.138205023	0	0	3.07e-139	0.049527627	0.044428176	0.264608813	0.00249877	0.004885849	0.033188746	0.098793406	0.013511808	0.088502036	0	0.038331947	0.015851899	4.94065645841247e-324	0.070150031	0	0	0.023582615	0	0	1.48219693752374e-323	0.089685062	0.08491485	NA	4.94065645841247e-324	4.94065645841247e-324	0.003223789	4.94065645841247e-324	0.001057829	0	0.041385281	4.94065645841247e-324	0.023940493	0.050278507	0.072322522	0	0.232865655	0	4.94065645841247e-324	0	0.011343509	0.026373391	0.001797221	0.004297362	9.88131291682493e-324	0	0	0.049588069	0	TC>AT
0	0.010963802	0.038909338	0.001308704	0.005147927	0.011042091	2.42e-05	0	0.008035122	0	0	1.48219693752374e-323	0	0.130054926	0.004462715	0.023688679	0	0.010560461	0	0.051864468	0.090210326	0	0.036379766	0.014078108	0	0	0	0.011328715	0.002505305	0.216492863	0.025480271	9.88131291682493e-324	0.081751719	0.031726561	NA	4.94065645841247e-324	9.88131291682493e-324	0.05494361	0	0.075903684	0	0.000568848	0.099780831	0	0.06367853	0.042856093	0	0.032454138	0	0.03224505	0	0.002433804	0	0.011490907	4.94065645841247e-324	0.094990598	0	0	0	0	TC>CA
0	0.007787838	0.001195616	0.000254742	0	0	7.55e-05	1.99e-05	0.001657746	0	0.003940843	0	0	0.001422047	0.008458837	0	0	0	0.012430525	0	0	0	0	0.002803599	0.010778154	0	0.001520704	0.036978273	0	0	0	4.94065645841247e-324	0.004743501	0.002857628	NA	0	0	0	0	0	0	0.000199913	0	1.66e-286	0	0	0	0.002613489	0	0.008779324	0	0.000167964	0.008353161	0	0.005137853	9.88131291682493e-324	0	0	0	0	TC>CG
0	0.081199844	0.003478107	0.010649405	0.002671646	0.064779907	0.005075067	0.001245697	0.033299011	0	0.017387573	1.48219693752374e-323	1.48219693752374e-323	0	0.006843765	0.012812029	0.022420844	0	0.028286965	0.001542862	0	0.084622682	0.099297951	0.008640268	1.97626258336499e-323	0	0	7.85e-34	0	0	0.052118967	1.48219693752374e-323	0.032397129	0.047250147	NA	4.94065645841247e-324	0.042207137	0.013949922	0.009988566	0.022789221	0	0.005472519	0.030426182	0.007020767	0.008370152	0	0.047606093	0.06568522	0.014567661	0.028940238	0	0.005958887	0.072319125	0.000555461	0.059979596	0.053480873	0.031276717	0	0	0	TC>CT
0	0	0.025985354	0	0.003620851	0	0.000772863	0.000260225	0.002416887	0	0.006028339	1.48219693752374e-323	0.00696672	0.031576506	0.008777491	0	0	0.009520269	0.02467596	0.009396179	0.052297868	0	0	0.008938178	0	0	0	0	0.000610739	0	0.001122964	0.012173917	0.026153506	0.01982486	NA	9.88131291682493e-324	0	0.10405973	1.25e-291	0.054715595	0	0.000118778	0.099273113	0	0.051402431	0.02731854	0.046475025	0.008748014	0	0	0	0.000668564	0	0	0.039218662	4.94065645841247e-324	0.011577562	0	0	0	TC>GA
0	0.001246441	0.001952492	0.000313121	7.12e-05	0	7.76e-110	0.001137536	0.001120183	0	0.000672049	0	0	0	0.018407135	0	0	0	0	0.001247937	0	0	0	0.000675763	0	0.01090985	0	0	0	0	0.006844549	4.94065645841247e-324	0.002660148	0.001920763	NA	4.94065645841247e-324	0	0	0	0.000243129	0	0.000816294	0	0.001079583	0	0	0	0	0.002331638	0	0	0	0	0	0	0	0	0.30172621	0	0.459127035	TC>GG
0	0.037475744	0.003479149	0.002352301	0.0006197	0.001562884	3.03e-55	0.009824891	0.038851294	0	0.011080718	0	0.004760398	0.00826247	0.026418635	0.007216618	0	0	0.005374597	0.007321356	0	0.009971133	4.94065645841247e-324	0.005473283	7.21e-17	0	0	0	0.003133471	0	0.007842342	9.88131291682493e-324	0.015614893	0.012354597	NA	4.94065645841247e-324	0.015187423	0.046913569	0.047555622	0.045912918	0.027295081	0.022331468	0.015278125	0	0	0.010258168	0.176817569	0	0.002221372	9.88131291682493e-324	0	0.009293436	4.94065645841247e-324	0	0.074985501	0.038820915	0	0	0	0	TC>GT
0	0	0.00528771	0.011676359	0.004146412	1.48219693752374e-323	0.001465142	0.001835683	0	0.057279549	0.004920941	0.013742835	0.002009375	0	0.007504476	0.000355812	0.001520902	0	0.017419898	0.000680365	0.026418194	0.185915521	4.94065645841247e-324	0.030635223	4.94065645841247e-324	0	0	0.00079329	0.014357302	0.049247336	0.008162537	1.48219693752374e-323	0.008653896	0.019785195	NA	0	0.022476812	0.000755557	0	0	0	0.000688288	0.000269142	0.008436033	0.017434232	0	0	0.004795937	0.020960115	0	0	0.003011764	4.94065645841247e-324	0.049472163	0.00525799	4.94065645841247e-324	0	0	0	0	TG>AA
0	0	0.002391162	0.004428016	0	0	5.91548256225245e-318	0.00060911	0.000497933	0	0.00837335	0	0	0	0	0	0	0	0	0.000920404	0	0	4.94065645841247e-324	0.009742322	0	0	0	0	0.001639885	0	0	1.48219693752374e-323	0.004777321	0.005858642	NA	4.94065645841247e-324	0.004717187	0.000323099	0	0	0	9.4e-05	0	0.000977447	0	0	0	0	0.002139045	0	0	0.000249319	0	0.002252586	0	0	0.015491504	0.045729596	0	0	TG>AC
0	0	0	0.082770064	0.011403955	0.007411856	0.001996843	0.004515452	0.007100825	0	0.011507127	0	0.043554671	0	0.01523861	0	9.88131291682493e-324	0	1.05e-07	0	0	0	0.011179645	0.077848064	0	0.057534454	0	0	0.023863857	0	0	0.153195106	0.049262565	0.020800699	NA	0.183678119	4.05e-227	0	4.94065645841247e-324	0.002627353	0.00069712	0.001383448	0.001794337	0.004453948	0	0.01090493	0.004717128	0.140622049	0.00641835	0.032061547	0	4.59e-26	0	0.023954672	0.005789352	1.67982319586024e-322	0	0	0	0	TG>AT
0	0	0.013127634	0.003036169	0.000313526	0.052570097	0.00144595	0.000434129	0.001234233	0	0	1.48219693752374e-323	0.007360835	0	0	0.063426442	0.032738952	0	0	0	0	0	0.083334761	0.004269385	0.016568976	0	0	0	0.000699092	0.02217274	0.244781179	1.48219693752374e-323	0	0	NA	2.47032822920623e-323	0.047041785	0.004374821	0.03706946	0.024549869	0	0.000558811	4.94065645841247e-324	0.002442939	0	0	0	0	0	0.043777188	0	0.000369706	0.029633462	0	0.063992451	9.46e-103	0.469367298	0	0	0	TG>CA
0	0	0.002125036	0.003662039	0	9.88131291682493e-324	0.000689988	0.000250563	0.001232491	0	0.000767371	0	0	0	0.002062173	0	0.001572392	0	0.008800212	0.000935537	0	0	4.94065645841247e-324	0.000782971	9.88131291682493e-324	0	0	0	0.00021724	0.030969738	0.038254636	4.39e-117	0.006548337	0.005888067	NA	4.94065645841247e-324	0.020617897	0	0.000994309	0.00094197	0	2.42e-183	0.000477715	4.09e-05	0	0	0	0	0	0	0	0	0.010995841	3.15e-05	0	0.004083114	0.039396784	0	0	0	TG>CC
0	0.010827271	0.068362529	0.101302281	0.005978644	0.000643439	0.000731873	0.003946663	0.005390971	0.032394855	0.010826117	0	0.004780943	0	0	0.001557845	0.004616658	0	0.064611388	0	0	0	0.010592758	0.002237552	1.97626258336499e-323	4.53e-05	0	0	0.001221085	0	0.08091333	0.078297536	0.093847761	0.009103878	NA	0.250230314	0.011300096	0.006734264	0	0.008328523	0	0.001020895	0.002201819	0.008321801	0.034724069	0.051707455	0.017855135	0.011960706	0	0.019595186	0	4.79e-264	0.010644927	0	0.006752463	0.004337916	0	0	0	0	TG>CT
0	0	0.007883519	0.002493103	0.002079531	0.012570391	0.001648139	0.000358309	0.000870047	0.042187608	0.004613261	0	0.004432784	0	0	0.007171447	0	0.009918718	0.002506882	0	0	0.114888303	0.000435338	0.026621647	0.005229033	0	0	0	0.003010759	0	0.014903192	0.107795777	0.005586038	0.003442338	NA	7.74e-248	1.97626258336499e-323	0	0	0.001490969	0	1.49e-39	0.000365436	0.002224343	0	0	0.012787268	0.018539559	0.003037891	0.016533765	0	0	0.00426018	0.012304708	0	0.030601595	0	0.093751551	0	0	TG>GA
0	0.004857075	0.001049581	0.000793244	0.000819142	0.001035177	9.69e-250	0.000208338	0	0	0.015096864	0	0.006197493	0	0.00133114	0	0	0	0	0	0	0	0	0.005241764	0	0.001980618	0.004938802	0	0.000327377	0	0.045431517	0.043770544	0.00147526	0	NA	0.015806525	0.006976154	0	0	0.00068075	0	0.000284557	0	0.000385283	0.008148532	0.002379563	0	0.006126141	0	0	0	0	0	8.89e-19	0	4.94065645841247e-324	0	0	0	0.02831692	TG>GC
0	0	0.001292254	0.015105332	0.009495186	0.109612373	0	0.003867742	0	0	0.021811929	3.95252516672997e-323	0.013981869	0	0.009141279	0.011266513	4.94065645841247e-324	0	0	0.003829449	0	0.022766539	0.082816563	0.007652047	9.88131291682493e-324	0	0	0	0.04897026	0	0.019337205	0.102937269	0.011083893	0.005161183	NA	0.22540575	2.96439387504748e-323	0.016110384	9.88131291682493e-324	0.01255127	0	0.001443175	0.002657802	0.002659733	0	0	0	0.03179265	0.00259483	0.031704187	0	0	0.074371983	0.005534563	0	9.88131291682493e-324	0.004129884	0.361969696	0	0	TG>GT
0	0.006227868	0.009478094	0.013869179	0	0.046316424	0.008181601	0.004175256	0.055205039	0.067516206	0.042764287	0.066564446	0.069457266	0	0	7.66e-05	0.015612936	0	0.07470762	0.036125589	0	0	4.94065645841247e-324	0.077940562	0.10539488	0	0	0	0.008674184	0.012150356	0	2.47032822920623e-323	0	0.036263762	NA	4.94065645841247e-324	0.0255989	0	0.024379954	0.007778257	0	0.003394964	0.030437732	0.014280304	0	0	0	0	0.027582225	0.038850312	0	0.016023131	0.030483677	0.35475865	0.013287597	9.88131291682493e-323	0.056697981	0	0	0	TT>AA
0	0	0.001065832	0.001336293	0.000133347	0.0024688	5.59e-09	0.000741197	0.006427186	0	0.030831001	0.045476009	0.007573398	0	0	0	0.00127744	0	0.00087197	0.004844229	0	0	4.94065645841247e-324	0.010919896	0.189569714	0.020804082	0	0	0.000430895	0.020923112	0	0.017908182	0.003640948	0.015765653	NA	0	0.005112197	0	0	0.006566469	0	0.000280689	0	0.004985184	0.00352933	0	0	0	0	6.19e-273	0	0.005163878	9.88131291682493e-324	0.02993788	0	9.88131291682493e-324	0.015689051	0.009094323	0	0	TT>AC
0	0	0.004832742	0.002614622	0	1.97626258336499e-323	4.27e-06	0.000672264	0.005603057	0	0.021842047	0	0.006304791	0	0.0033531	0.003138912	0	0	0.042300649	0.045835777	0	0.049737253	0.026219393	0.00405985	0.005427725	0.123021756	0	0	0.000607852	0.023722985	0.004235116	1.48219693752374e-323	0.003062281	0.009250259	NA	0.07976683	0.008723091	0.022927503	0	0.020148219	0	0.001744109	0.037831437	0	0	0	0	0	0.019563639	0.01648445	0	0.002871599	4.94065645841247e-324	0.028133109	0	4.94065645841247e-324	0.002677621	0	0	0	TT>AG
0	0	0.000638435	0.000302967	0	4.94065645841247e-324	0.000974957	0.001207844	0.017659342	0	0.05670882	3.95252516672997e-323	0.008208459	0	0.002481114	0.003620379	0	0	0.06484231	0.115017551	0	0	4.94065645841247e-324	0.002090536	0.03793932	0.159845581	0	0	0	0	0.003803182	1.48219693752374e-323	0	0.011165421	NA	4.94065645841247e-324	0.019265739	0	4.94065645841247e-324	0.000706778	0	0.002367507	0.004974396	5.43e-292	0	0	0	0	0	9.88131291682493e-324	0	0.002596383	0	0.062530794	0	9.88131291682493e-324	0	0	0.059333205	0	TT>CA
0	0.010074124	0.004388124	0	0.000350947	0.152119752	0.013230329	0.00262232	0.026997921	0	0.038743141	0	0.00454059	0	0	0	0.007967278	0	0	0.017749446	0	0	4.91e-48	0	0.194393785	0	0	0.016902056	0.000447184	0	0.021527442	1.97626258336499e-323	0.005671021	0.010233264	NA	0.016799571	0.124453444	0	0	0.020025297	0.025464758	0.001095198	0	0.008732447	0	0	0	0.026199501	0	5.95e-73	0	0.004581636	0.207776128	0.001600457	0	0.173159859	0.017854928	0	0	0.370095687	TT>CC
0	0	0	0.000198196	0	0.004207098	2.94e-299	5.99e-05	0.0046815	0	0.009628866	1.48219693752374e-323	0.00671675	0.000236847	0.000724936	0	0	0.001593263	0	0.017300079	0	0	4.94065645841247e-324	0	0	0.015430607	0	0.017879642	0	0	0	0	0.001441386	0.002477236	NA	0	4.94065645841247e-324	0.023061105	0	0.039844107	0	0.000738944	9.88131291682493e-324	0.000129019	0	0	0	0	0	0.000469442	0	8.95e-10	0	0.003267013	4.94065645841247e-324	0.005307858	0.000247012	0	0	0	TT>CG
